# Renewables.ninja Weather (Point API) - -32.584, 26.601 - Version: 1.0 - License: https://science.nasa.gov/earth-science/earth-science-data/data-information-policy - Reference: https://www.renewables.ninja/
# Units: time in UTC, local_time in Africa/Johannesburg, t2m in ºC, prectotland in mm/h, swgdn in W/m², swtdn in W/m², cldtot in fraction
# {"units": {"time": "UTC", "local_time": "Africa/Johannesburg", "t2m": "\u00baC", "prectotland": "mm/h", "swgdn": "W/m\u00b2", "swtdn": "W/m\u00b2", "cldtot": "fraction"}, "params": {"local_time": true, "header": true, "lat": "-32.58408641596155", "lon": "26.60120807735355", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "var_t2m": true, "var_prectotland": true, "var_precsnoland": false, "var_snomas": false, "var_rhoa": false, "var_swgdn": true, "var_swtdn": true, "var_cldtot": true}}
time,local_time,t2m,prectotland,swgdn,swtdn,cldtot
2019-01-01 00:00,2019-01-01 02:00,23.261,0,0,0,0.464
2019-01-01 01:00,2019-01-01 03:00,23.573,0,0,0,0.511
2019-01-01 02:00,2019-01-01 04:00,23.875,0,0,0,0.506
2019-01-01 03:00,2019-01-01 05:00,23.923,0,31.914,95.683,0.367
2019-01-01 04:00,2019-01-01 06:00,25.722,0,202.016,374.962,0.194
2019-01-01 05:00,2019-01-01 07:00,28.469,0,401.784,653.158,0.217
2019-01-01 06:00,2019-01-01 08:00,30.447,0.002,568.229,907.087,0.307
2019-01-01 07:00,2019-01-01 09:00,32.144,0.009,697.638,1119.411,0.430
2019-01-01 08:00,2019-01-01 10:00,33.762,0.036,776.648,1275.838,0.425
2019-01-01 09:00,2019-01-01 11:00,35.652,0.053,916.816,1365.335,0.315
2019-01-01 10:00,2019-01-01 12:00,36.711,0.116,920.418,1382.102,0.427
2019-01-01 11:00,2019-01-01 13:00,35.358,0.302,639.967,1325.000,0.615
2019-01-01 12:00,2019-01-01 14:00,32.929,0.631,498.599,1197.898,0.764
2019-01-01 13:00,2019-01-01 15:00,29.768,1.045,358.857,1009.216,0.771
2019-01-01 14:00,2019-01-01 16:00,26.575,1.800,294.451,772.078,0.745
2019-01-01 15:00,2019-01-01 17:00,23.610,2.365,209.525,502.451,0.808
2019-01-01 16:00,2019-01-01 18:00,20.946,1.707,51.632,218.864,0.737
2019-01-01 17:00,2019-01-01 19:00,18.952,1.295,1.512,10.825,0.692
2019-01-01 18:00,2019-01-01 20:00,17.590,1.292,0,0,0.693
2019-01-01 19:00,2019-01-01 21:00,16.461,0.754,0,0,0.636
2019-01-01 20:00,2019-01-01 22:00,15.494,0.292,0,0,0.521
2019-01-01 21:00,2019-01-01 23:00,14.877,0.089,0,0,0.410
2019-01-01 22:00,2019-01-02 00:00,14.545,0.057,0,0,0.426
2019-01-01 23:00,2019-01-02 01:00,14.289,0.068,0,0,0.454
2019-01-02 00:00,2019-01-02 02:00,14.073,0.072,0,0,0.432
2019-01-02 01:00,2019-01-02 03:00,13.871,0.118,0,0,0.525
2019-01-02 02:00,2019-01-02 04:00,13.783,0.188,0,0,0.610
2019-01-02 03:00,2019-01-02 05:00,13.874,0.271,18.922,94.813,0.600
2019-01-02 04:00,2019-01-02 06:00,14.460,0.336,107.362,374.033,0.623
2019-01-02 05:00,2019-01-02 07:00,15.276,0.359,207.750,652.408,0.557
2019-01-02 06:00,2019-01-02 08:00,16.497,0.387,364.708,906.472,0.581
2019-01-02 07:00,2019-01-02 09:00,17.615,0.429,476.199,1118.911,0.781
2019-01-02 08:00,2019-01-02 10:00,18.221,0.459,532.725,1275.375,0.841
2019-01-02 09:00,2019-01-02 11:00,18.315,0.447,569.767,1365.068,0.815
2019-01-02 10:00,2019-01-02 12:00,18.000,0.429,576.260,1381.883,0.860
2019-01-02 11:00,2019-01-02 13:00,17.430,0.361,522.404,1324.734,0.924
2019-01-02 12:00,2019-01-02 14:00,16.710,0.299,434.365,1197.398,0.921
2019-01-02 13:00,2019-01-02 15:00,15.815,0.255,333.623,1008.693,0.896
2019-01-02 14:00,2019-01-02 16:00,14.785,0.229,218.058,771.419,0.817
2019-01-02 15:00,2019-01-02 17:00,13.782,0.192,124.451,501.576,0.835
2019-01-02 16:00,2019-01-02 18:00,12.750,0.194,32.925,217.796,0.859
2019-01-02 17:00,2019-01-02 19:00,11.930,0.197,0.653,10.498,0.871
2019-01-02 18:00,2019-01-02 20:00,11.498,0.197,0,0,0.875
2019-01-02 19:00,2019-01-02 21:00,11.271,0.186,0,0,0.872
2019-01-02 20:00,2019-01-02 22:00,11.146,0.171,0,0,0.859
2019-01-02 21:00,2019-01-02 23:00,11.119,0.143,0,0,0.793
2019-01-02 22:00,2019-01-03 00:00,11.065,0.124,0,0,0.737
2019-01-02 23:00,2019-01-03 01:00,11.025,0.136,0,0,0.676
2019-01-03 00:00,2019-01-03 02:00,10.979,0.120,0,0,0.626
2019-01-03 01:00,2019-01-03 03:00,10.971,0.123,0,0,0.598
2019-01-03 02:00,2019-01-03 04:00,10.957,0.118,0,0,0.540
2019-01-03 03:00,2019-01-03 05:00,11.016,0.104,25.255,93.838,0.530
2019-01-03 04:00,2019-01-03 06:00,11.885,0.097,130.258,373.033,0.562
2019-01-03 05:00,2019-01-03 07:00,13.352,0.092,263.763,651.658,0.560
2019-01-03 06:00,2019-01-03 08:00,15.248,0.097,394.717,905.813,0.524
2019-01-03 07:00,2019-01-03 09:00,17.497,0.102,541.064,1118.411,0.535
2019-01-03 08:00,2019-01-03 10:00,19.739,0.081,615.459,1275.057,0.517
2019-01-03 09:00,2019-01-03 11:00,22.194,0.048,732.942,1364.787,0.386
2019-01-03 10:00,2019-01-03 12:00,25.080,0.040,922.851,1381.602,0.219
2019-01-03 11:00,2019-01-03 13:00,27.048,0.050,909.419,1324.416,0.251
2019-01-03 12:00,2019-01-03 14:00,27.690,0.054,784.879,1196.898,0.223
2019-01-03 13:00,2019-01-03 15:00,27.274,0.046,635.486,1008.193,0.264
2019-01-03 14:00,2019-01-03 16:00,25.909,0.041,448.004,770.578,0.159
2019-01-03 15:00,2019-01-03 17:00,24.167,0.031,309.503,500.622,0.086
2019-01-03 16:00,2019-01-03 18:00,21.674,0.023,114.768,216.637,0.075
2019-01-03 17:00,2019-01-03 19:00,18.757,0.022,3.016,10.149,0.071
2019-01-03 18:00,2019-01-03 20:00,16.947,0.026,0,0,0.097
2019-01-03 19:00,2019-01-03 21:00,15.903,0.027,0,0,0.153
2019-01-03 20:00,2019-01-03 22:00,15.232,0.025,0,0,0.164
2019-01-03 21:00,2019-01-03 23:00,14.747,0.022,0,0,0.180
2019-01-03 22:00,2019-01-04 00:00,14.233,0.020,0,0,0.179
2019-01-03 23:00,2019-01-04 01:00,13.839,0.019,0,0,0.186
2019-01-04 00:00,2019-01-04 02:00,13.505,0.015,0,0,0.173
2019-01-04 01:00,2019-01-04 03:00,13.089,0.012,0,0,0.146
2019-01-04 02:00,2019-01-04 04:00,12.787,0.010,0,0,0.149
2019-01-04 03:00,2019-01-04 05:00,13.456,0.007,43.214,92.786,0.145
2019-01-04 04:00,2019-01-04 06:00,16.341,0.002,230.843,371.908,0.045
2019-01-04 05:00,2019-01-04 07:00,20.219,0,478.940,650.658,0.035
2019-01-04 06:00,2019-01-04 08:00,24.731,0,698.732,905.063,0.134
2019-01-04 07:00,2019-01-04 09:00,28.016,0,886.191,1117.864,0.190
2019-01-04 08:00,2019-01-04 10:00,30.492,0,1026.195,1274.557,0.164
2019-01-04 09:00,2019-01-04 11:00,32.311,0,1106.001,1364.287,0.281
2019-01-04 10:00,2019-01-04 12:00,33.632,0,1115.788,1381.102,0.303
2019-01-04 11:00,2019-01-04 13:00,34.410,0,1063.691,1323.916,0.049
2019-01-04 12:00,2019-01-04 14:00,34.566,0,947.839,1196.398,0.012
2019-01-04 13:00,2019-01-04 15:00,33.924,0.001,777.387,1007.443,0.046
2019-01-04 14:00,2019-01-04 16:00,32.275,0.001,551.241,769.693,0.047
2019-01-04 15:00,2019-01-04 17:00,29.973,0.002,331.429,499.576,0.032
2019-01-04 16:00,2019-01-04 18:00,26.904,0.001,122.012,215.381,0
2019-01-04 17:00,2019-01-04 19:00,22.987,0,3.088,9.776,0
2019-01-04 18:00,2019-01-04 20:00,21.012,0.001,0,0,0
2019-01-04 19:00,2019-01-04 21:00,19.806,0.003,0,0,0.003
2019-01-04 20:00,2019-01-04 22:00,18.538,0.004,0,0,0.008
2019-01-04 21:00,2019-01-04 23:00,17.563,0.003,0,0,0.101
2019-01-04 22:00,2019-01-05 00:00,16.673,0.002,0,0,0.247
2019-01-04 23:00,2019-01-05 01:00,15.579,0.001,0,0,0.653
2019-01-05 00:00,2019-01-05 02:00,14.950,0.001,0,0,0.839
2019-01-05 01:00,2019-01-05 03:00,14.271,0.001,0,0,0.580
2019-01-05 02:00,2019-01-05 04:00,13.650,0.001,0,0,0.258
2019-01-05 03:00,2019-01-05 05:00,13.577,0.001,41.756,91.678,0.247
2019-01-05 04:00,2019-01-05 06:00,15.020,0.002,209.880,370.771,0.782
2019-01-05 05:00,2019-01-05 07:00,16.890,0.002,336.363,649.658,0.492
2019-01-05 06:00,2019-01-05 08:00,19.777,0,698.655,904.222,0.398
2019-01-05 07:00,2019-01-05 09:00,22.302,0,857.322,1117.130,0.892
2019-01-05 08:00,2019-01-05 10:00,23.858,0,936.408,1274.057,0.926
2019-01-05 09:00,2019-01-05 11:00,24.598,0,894.248,1363.787,0.929
2019-01-05 10:00,2019-01-05 12:00,25.325,0,898.596,1380.602,0.821
2019-01-05 11:00,2019-01-05 13:00,26.513,0,989.032,1323.416,0.520
2019-01-05 12:00,2019-01-05 14:00,27.131,0,937.090,1195.679,0.142
2019-01-05 13:00,2019-01-05 15:00,26.800,0,788.245,1006.693,0.469
2019-01-05 14:00,2019-01-05 16:00,25.436,0,578.976,768.810,0.715
2019-01-05 15:00,2019-01-05 17:00,23.121,0.002,336.253,498.451,0.828
2019-01-05 16:00,2019-01-05 18:00,19.954,0.003,110.856,214.006,0.944
2019-01-05 17:00,2019-01-05 19:00,16.957,0.003,2.644,9.389,0.951
2019-01-05 18:00,2019-01-05 20:00,15.430,0.008,0,0,0.959
2019-01-05 19:00,2019-01-05 21:00,14.739,0.019,0,0,0.963
2019-01-05 20:00,2019-01-05 22:00,14.390,0.029,0,0,0.963
2019-01-05 21:00,2019-01-05 23:00,14.030,0.037,0,0,0.957
2019-01-05 22:00,2019-01-06 00:00,13.537,0.039,0,0,0.948
2019-01-05 23:00,2019-01-06 01:00,13.149,0.031,0,0,0.953
2019-01-06 00:00,2019-01-06 02:00,12.838,0.022,0,0,0.953
2019-01-06 01:00,2019-01-06 03:00,12.356,0.018,0,0,0.939
2019-01-06 02:00,2019-01-06 04:00,11.855,0.013,0,0,0.945
2019-01-06 03:00,2019-01-06 05:00,11.951,0.011,30.957,90.479,0.932
2019-01-06 04:00,2019-01-06 06:00,12.894,0.007,190.597,369.466,0.871
2019-01-06 05:00,2019-01-06 07:00,14.900,0.003,413.856,648.658,0.872
2019-01-06 06:00,2019-01-06 08:00,17.522,0.001,617.042,903.337,0.870
2019-01-06 07:00,2019-01-06 09:00,19.983,0,737.913,1116.411,0.938
2019-01-06 08:00,2019-01-06 10:00,22.022,0,811.809,1273.338,0.938
2019-01-06 09:00,2019-01-06 11:00,23.486,0,834.480,1363.287,0.938
2019-01-06 10:00,2019-01-06 12:00,24.661,0,836.644,1380.102,0.938
2019-01-06 11:00,2019-01-06 13:00,25.525,0,785.392,1322.916,0.940
2019-01-06 12:00,2019-01-06 14:00,25.941,0,693.310,1195.179,0.939
2019-01-06 13:00,2019-01-06 15:00,25.763,0,542.538,1005.901,0.941
2019-01-06 14:00,2019-01-06 16:00,24.972,0,365.130,767.693,0.943
2019-01-06 15:00,2019-01-06 17:00,23.624,0,199.197,497.247,0.941
2019-01-06 16:00,2019-01-06 18:00,21.511,0,67.571,212.563,0.935
2019-01-06 17:00,2019-01-06 19:00,18.597,0,1.948,8.979,0.935
2019-01-06 18:00,2019-01-06 20:00,17.063,0,0,0,0.931
2019-01-06 19:00,2019-01-06 21:00,15.868,0,0,0,0.929
2019-01-06 20:00,2019-01-06 22:00,14.931,0.003,0,0,0.935
2019-01-06 21:00,2019-01-06 23:00,14.259,0.005,0,0,0.940
2019-01-06 22:00,2019-01-07 00:00,13.659,0.004,0,0,0.949
2019-01-06 23:00,2019-01-07 01:00,13.362,0.003,0,0,0.958
2019-01-07 00:00,2019-01-07 02:00,13.163,0.002,0,0,0.959
2019-01-07 01:00,2019-01-07 03:00,13.067,0.002,0,0,0.961
2019-01-07 02:00,2019-01-07 04:00,13.249,0.002,0,0,0.958
2019-01-07 03:00,2019-01-07 05:00,13.823,0.003,16.220,89.215,0.951
2019-01-07 04:00,2019-01-07 06:00,15.522,0,69.645,368.079,0.949
2019-01-07 05:00,2019-01-07 07:00,17.014,0,128.283,647.408,0.951
2019-01-07 06:00,2019-01-07 08:00,19.005,0,206.804,902.453,0.951
2019-01-07 07:00,2019-01-07 09:00,21.434,0,302.187,1115.630,0.950
2019-01-07 08:00,2019-01-07 10:00,23.967,0,395.780,1272.557,0.948
2019-01-07 09:00,2019-01-07 11:00,26.033,0,487.355,1362.751,0.948
2019-01-07 10:00,2019-01-07 12:00,27.625,0,584.866,1379.602,0.951
2019-01-07 11:00,2019-01-07 13:00,28.774,0,613.803,1322.234,0.954
2019-01-07 12:00,2019-01-07 14:00,29.461,0,601.178,1194.361,0.959
2019-01-07 13:00,2019-01-07 15:00,29.416,0.001,507.344,1004.943,0.960
2019-01-07 14:00,2019-01-07 16:00,28.447,0,369.402,766.669,0.958
2019-01-07 15:00,2019-01-07 17:00,26.902,0,226.823,495.872,0.956
2019-01-07 16:00,2019-01-07 18:00,24.398,0,76.324,211.000,0.948
2019-01-07 17:00,2019-01-07 19:00,21.322,0,1.938,8.552,0.938
2019-01-07 18:00,2019-01-07 20:00,20.054,0,0,0,0.928
2019-01-07 19:00,2019-01-07 21:00,19.294,0,0,0,0.926
2019-01-07 20:00,2019-01-07 22:00,18.630,0,0,0,0.928
2019-01-07 21:00,2019-01-07 23:00,18.145,0,0,0,0.929
2019-01-07 22:00,2019-01-08 00:00,17.616,0,0,0,0.925
2019-01-07 23:00,2019-01-08 01:00,17.610,0,0,0,0.920
2019-01-08 00:00,2019-01-08 02:00,17.207,0.001,0,0,0.930
2019-01-08 01:00,2019-01-08 03:00,16.535,0.002,0,0,0.929
2019-01-08 02:00,2019-01-08 04:00,16.104,0.005,0,0,0.930
2019-01-08 03:00,2019-01-08 05:00,16.170,0.016,25.116,87.877,0.896
2019-01-08 04:00,2019-01-08 06:00,17.524,0.021,150.503,366.637,0.769
2019-01-08 05:00,2019-01-08 07:00,19.315,0.012,333.754,646.158,0.622
2019-01-08 06:00,2019-01-08 08:00,21.471,0.006,501.945,901.430,0.656
2019-01-08 07:00,2019-01-08 09:00,23.726,0.007,630.827,1114.864,0.765
2019-01-08 08:00,2019-01-08 10:00,25.969,0.006,753.776,1272.021,0.782
2019-01-08 09:00,2019-01-08 11:00,27.627,0.004,832.325,1362.068,0.805
2019-01-08 10:00,2019-01-08 12:00,28.634,0.002,839.333,1379.065,0.846
2019-01-08 11:00,2019-01-08 13:00,29.202,0.001,809.537,1321.463,0.887
2019-01-08 12:00,2019-01-08 14:00,29.293,0.001,744.699,1193.632,0.885
2019-01-08 13:00,2019-01-08 15:00,28.871,0.001,667.288,1003.943,0.744
2019-01-08 14:00,2019-01-08 16:00,27.526,0.001,510.488,765.443,0.626
2019-01-08 15:00,2019-01-08 17:00,25.466,0.002,313.453,494.485,0.430
2019-01-08 16:00,2019-01-08 18:00,22.737,0.009,106.034,209.336,0.236
2019-01-08 17:00,2019-01-08 19:00,19.711,0.032,2.103,8.113,0.180
2019-01-08 18:00,2019-01-08 20:00,17.842,0.063,0,0,0.306
2019-01-08 19:00,2019-01-08 21:00,16.966,0.086,0,0,0.398
2019-01-08 20:00,2019-01-08 22:00,16.644,0.100,0,0,0.403
2019-01-08 21:00,2019-01-08 23:00,16.490,0.081,0,0,0.429
2019-01-08 22:00,2019-01-09 00:00,16.310,0.072,0,0,0.525
2019-01-08 23:00,2019-01-09 01:00,16.128,0.080,0,0,0.646
2019-01-09 00:00,2019-01-09 02:00,15.971,0.089,0,0,0.548
2019-01-09 01:00,2019-01-09 03:00,15.783,0.091,0,0,0.461
2019-01-09 02:00,2019-01-09 04:00,15.605,0.087,0,0,0.447
2019-01-09 03:00,2019-01-09 05:00,15.735,0.081,26.106,86.470,0.433
2019-01-09 04:00,2019-01-09 06:00,16.726,0.069,161.043,365.012,0.341
2019-01-09 05:00,2019-01-09 07:00,18.732,0.038,380.926,644.884,0.159
2019-01-09 06:00,2019-01-09 08:00,22.159,0.019,646.829,900.313,0.057
2019-01-09 07:00,2019-01-09 09:00,25.741,0.008,849.708,1113.911,0.020
2019-01-09 08:00,2019-01-09 10:00,29.208,0.006,1001.043,1271.291,0.032
2019-01-09 09:00,2019-01-09 11:00,32.148,0.004,1066.346,1361.287,0.090
2019-01-09 10:00,2019-01-09 12:00,34.206,0.007,1036.184,1378.335,0.184
2019-01-09 11:00,2019-01-09 13:00,35.309,0.014,959.361,1320.916,0.529
2019-01-09 12:00,2019-01-09 14:00,35.072,0.018,799.709,1192.679,0.903
2019-01-09 13:00,2019-01-09 15:00,33.157,0.025,550.957,1002.943,0.943
2019-01-09 14:00,2019-01-09 16:00,29.577,0.033,305.096,764.377,0.940
2019-01-09 15:00,2019-01-09 17:00,25.443,0.038,150.792,492.985,0.937
2019-01-09 16:00,2019-01-09 18:00,22.004,0.046,44.472,207.586,0.940
2019-01-09 17:00,2019-01-09 19:00,19.784,0.053,0.951,7.663,0.940
2019-01-09 18:00,2019-01-09 20:00,18.851,0.060,0,0,0.877
2019-01-09 19:00,2019-01-09 21:00,18.490,0.061,0,0,0.565
2019-01-09 20:00,2019-01-09 22:00,18.128,0.055,0,0,0.283
2019-01-09 21:00,2019-01-09 23:00,17.733,0.048,0,0,0.312
2019-01-09 22:00,2019-01-10 00:00,17.366,0.045,0,0,0.359
2019-01-09 23:00,2019-01-10 01:00,17.116,0.045,0,0,0.373
2019-01-10 00:00,2019-01-10 02:00,16.876,0.041,0,0,0.369
2019-01-10 01:00,2019-01-10 03:00,16.620,0.039,0,0,0.382
2019-01-10 02:00,2019-01-10 04:00,16.456,0.054,0,0,0.556
2019-01-10 03:00,2019-01-10 05:00,16.443,0.089,23.085,85.003,0.864
2019-01-10 04:00,2019-01-10 06:00,16.966,0.122,127.068,363.387,0.686
2019-01-10 05:00,2019-01-10 07:00,18.160,0.136,293.657,643.408,0.412
2019-01-10 06:00,2019-01-10 08:00,20.383,0.125,506.199,899.180,0.218
2019-01-10 07:00,2019-01-10 09:00,22.905,0.125,755.460,1112.911,0.139
2019-01-10 08:00,2019-01-10 10:00,25.062,0.140,929.367,1270.338,0.116
2019-01-10 09:00,2019-01-10 11:00,26.430,0.153,953.355,1360.568,0.284
2019-01-10 10:00,2019-01-10 12:00,26.921,0.160,862.230,1377.565,0.837
2019-01-10 11:00,2019-01-10 13:00,26.015,0.104,563.028,1319.916,0.774
2019-01-10 12:00,2019-01-10 14:00,26.188,0.066,700.222,1191.861,0.321
2019-01-10 13:00,2019-01-10 15:00,25.965,0.048,687.191,1001.901,0.225
2019-01-10 14:00,2019-01-10 16:00,24.430,0.048,483.536,762.919,0.181
2019-01-10 15:00,2019-01-10 17:00,21.897,0.056,295.696,491.476,0.156
2019-01-10 16:00,2019-01-10 18:00,19.227,0.102,99.604,205.763,0.240
2019-01-10 17:00,2019-01-10 19:00,17.272,0.125,1.631,7.201,0.304
2019-01-10 18:00,2019-01-10 20:00,16.166,0.115,0,0,0.249
2019-01-10 19:00,2019-01-10 21:00,15.263,0.094,0,0,0.279
2019-01-10 20:00,2019-01-10 22:00,14.552,0.074,0,0,0.363
2019-01-10 21:00,2019-01-10 23:00,14.173,0.044,0,0,0.387
2019-01-10 22:00,2019-01-11 00:00,13.950,0.026,0,0,0.356
2019-01-10 23:00,2019-01-11 01:00,13.736,0.018,0,0,0.321
2019-01-11 00:00,2019-01-11 02:00,13.552,0.009,0,0,0.297
2019-01-11 01:00,2019-01-11 03:00,13.326,0.006,0,0,0.256
2019-01-11 02:00,2019-01-11 04:00,13.025,0.003,0,0,0.237
2019-01-11 03:00,2019-01-11 05:00,13.116,0.003,34.623,83.471,0.268
2019-01-11 04:00,2019-01-11 06:00,15.088,0.004,205.084,361.637,0.241
2019-01-11 05:00,2019-01-11 07:00,18.195,0.001,431.328,642.025,0.250
2019-01-11 06:00,2019-01-11 08:00,21.933,0,647.561,897.930,0.323
2019-01-11 07:00,2019-01-11 09:00,26.284,0,809.341,1111.864,0.305
2019-01-11 08:00,2019-01-11 10:00,29.999,0,971.774,1269.521,0.209
2019-01-11 09:00,2019-01-11 11:00,32.455,0,1070.914,1359.751,0.086
2019-01-11 10:00,2019-01-11 12:00,34.339,0,1111.279,1376.835,0.006
2019-01-11 11:00,2019-01-11 13:00,35.626,0,1064.931,1319.197,0
2019-01-11 12:00,2019-01-11 14:00,36.260,0,953.123,1190.861,0
2019-01-11 13:00,2019-01-11 15:00,36.120,0,786.976,1000.693,0
2019-01-11 14:00,2019-01-11 16:00,35.244,0,578.644,761.627,0
2019-01-11 15:00,2019-01-11 17:00,33.750,0,347.126,489.735,0
2019-01-11 16:00,2019-01-11 18:00,30.429,0,121.494,203.825,0
2019-01-11 17:00,2019-01-11 19:00,26.039,0,2.200,6.735,0.068
2019-01-11 18:00,2019-01-11 20:00,23.601,0,0,0,0.491
2019-01-11 19:00,2019-01-11 21:00,21.831,0,0,0,0.448
2019-01-11 20:00,2019-01-11 22:00,19.842,0,0,0,0.006
2019-01-11 21:00,2019-01-11 23:00,18.627,0,0,0,0
2019-01-11 22:00,2019-01-12 00:00,18.127,0.002,0,0,0.346
2019-01-11 23:00,2019-01-12 01:00,16.769,0.018,0,0,0.903
2019-01-12 00:00,2019-01-12 02:00,15.176,0.033,0,0,0.932
2019-01-12 01:00,2019-01-12 03:00,13.926,0.063,0,0,0.731
2019-01-12 02:00,2019-01-12 04:00,13.074,0.034,0,0,0.429
2019-01-12 03:00,2019-01-12 05:00,12.770,0.009,27.418,81.880,0.527
2019-01-12 04:00,2019-01-12 06:00,13.968,0.002,171.557,359.820,0.665
2019-01-12 05:00,2019-01-12 07:00,16.397,0,375.118,640.390,0.167
2019-01-12 06:00,2019-01-12 08:00,19.590,0,681.277,896.661,0.006
2019-01-12 07:00,2019-01-12 09:00,22.903,0,888.059,1110.864,0
2019-01-12 08:00,2019-01-12 10:00,26.084,0,1031.406,1268.521,0
2019-01-12 09:00,2019-01-12 11:00,28.839,0,1113.118,1359.021,0.016
2019-01-12 10:00,2019-01-12 12:00,31.018,0,1126.796,1376.018,0.040
2019-01-12 11:00,2019-01-12 13:00,32.578,0,1072.746,1318.416,0.001
2019-01-12 12:00,2019-01-12 14:00,33.453,0,955.380,1189.861,0
2019-01-12 13:00,2019-01-12 15:00,33.508,0,784.338,999.443,0.023
2019-01-12 14:00,2019-01-12 16:00,32.266,0,573.688,760.127,0.155
2019-01-12 15:00,2019-01-12 17:00,29.190,0,341.412,488.030,0.162
2019-01-12 16:00,2019-01-12 18:00,24.451,0,116.851,201.763,0.232
2019-01-12 17:00,2019-01-12 19:00,19.590,0,1.929,6.262,0.269
2019-01-12 18:00,2019-01-12 20:00,17.015,0.004,0,0,0.130
2019-01-12 19:00,2019-01-12 21:00,15.999,0.014,0,0,0.164
2019-01-12 20:00,2019-01-12 22:00,15.605,0.016,0,0,0.236
2019-01-12 21:00,2019-01-12 23:00,15.377,0.010,0,0,0.235
2019-01-12 22:00,2019-01-13 00:00,15.104,0.005,0,0,0.193
2019-01-12 23:00,2019-01-13 01:00,14.691,0.002,0,0,0.121
2019-01-13 00:00,2019-01-13 02:00,14.054,0,0,0,0.094
2019-01-13 01:00,2019-01-13 03:00,13.508,0,0,0,0.115
2019-01-13 02:00,2019-01-13 04:00,13.371,0,0,0,0.101
2019-01-13 03:00,2019-01-13 05:00,13.865,0,37.278,80.237,0.049
2019-01-13 04:00,2019-01-13 06:00,16.953,0,233.539,357.924,0
2019-01-13 05:00,2019-01-13 07:00,20.997,0,466.496,638.866,0
2019-01-13 06:00,2019-01-13 08:00,23.798,0,689.201,895.180,0
2019-01-13 07:00,2019-01-13 09:00,25.921,0,880.322,1109.827,0
2019-01-13 08:00,2019-01-13 10:00,27.989,0,1023.313,1267.521,0
2019-01-13 09:00,2019-01-13 11:00,29.912,0,1106.068,1358.021,0
2019-01-13 10:00,2019-01-13 12:00,31.476,0,1121.443,1375.018,0
2019-01-13 11:00,2019-01-13 13:00,32.469,0,1068.664,1317.416,0
2019-01-13 12:00,2019-01-13 14:00,32.753,0,952.032,1188.861,0
2019-01-13 13:00,2019-01-13 15:00,32.218,0,781.498,998.151,0
2019-01-13 14:00,2019-01-13 16:00,30.556,0,570.117,758.627,0
2019-01-13 15:00,2019-01-13 17:00,27.488,0,337.010,486.214,0
2019-01-13 16:00,2019-01-13 18:00,23.035,0,113.142,199.654,0
2019-01-13 17:00,2019-01-13 19:00,19.005,0,1.668,5.790,0
2019-01-13 18:00,2019-01-13 20:00,17.140,0.001,0,0,0.004
2019-01-13 19:00,2019-01-13 21:00,16.235,0.003,0,0,0.042
2019-01-13 20:00,2019-01-13 22:00,15.606,0.005,0,0,0.089
2019-01-13 21:00,2019-01-13 23:00,14.986,0.007,0,0,0.132
2019-01-13 22:00,2019-01-14 00:00,14.410,0.008,0,0,0.196
2019-01-13 23:00,2019-01-14 01:00,13.965,0.012,0,0,0.249
2019-01-14 00:00,2019-01-14 02:00,13.599,0.016,0,0,0.298
2019-01-14 01:00,2019-01-14 03:00,13.314,0.018,0,0,0.340
2019-01-14 02:00,2019-01-14 04:00,13.097,0.019,0,0,0.365
2019-01-14 03:00,2019-01-14 05:00,13.188,0.017,25.686,78.533,0.354
2019-01-14 04:00,2019-01-14 06:00,14.808,0.015,174.939,355.924,0.239
2019-01-14 05:00,2019-01-14 07:00,17.954,0.008,437.034,637.116,0.243
2019-01-14 06:00,2019-01-14 08:00,21.469,0.001,644.510,893.771,0.593
2019-01-14 07:00,2019-01-14 09:00,25.573,0,861.131,1108.364,0.595
2019-01-14 08:00,2019-01-14 10:00,29.933,0,1007.750,1266.521,0.264
2019-01-14 09:00,2019-01-14 11:00,32.869,0,1092.694,1357.021,0.260
2019-01-14 10:00,2019-01-14 12:00,34.492,0,1105.792,1374.018,0.696
2019-01-14 11:00,2019-01-14 13:00,35.050,0,1046.791,1316.379,0.926
2019-01-14 12:00,2019-01-14 14:00,34.461,0,925.472,1187.632,0.917
2019-01-14 13:00,2019-01-14 15:00,32.573,0,759.534,996.901,0.463
2019-01-14 14:00,2019-01-14 16:00,29.208,0.001,556.296,756.919,0.061
2019-01-14 15:00,2019-01-14 17:00,25.040,0.003,326.384,484.259,0.012
2019-01-14 16:00,2019-01-14 18:00,21.385,0.013,105.961,197.404,0.057
2019-01-14 17:00,2019-01-14 19:00,19.132,0.019,1.365,5.315,0.221
2019-01-14 18:00,2019-01-14 20:00,18.206,0.032,0,0,0.415
2019-01-14 19:00,2019-01-14 21:00,17.544,0.038,0,0,0.524
2019-01-14 20:00,2019-01-14 22:00,16.951,0.031,0,0,0.522
2019-01-14 21:00,2019-01-14 23:00,16.517,0.025,0,0,0.386
2019-01-14 22:00,2019-01-15 00:00,16.196,0.023,0,0,0.275
2019-01-14 23:00,2019-01-15 01:00,15.878,0.022,0,0,0.265
2019-01-15 00:00,2019-01-15 02:00,15.611,0.023,0,0,0.282
2019-01-15 01:00,2019-01-15 03:00,15.410,0.027,0,0,0.305
