# Renewables.ninja Weather (Point API) - -32.584, 26.601 - Version: 1.0 - License: https://science.nasa.gov/earth-science/earth-science-data/data-information-policy - Reference: https://www.renewables.ninja/
# Units: time in UTC, local_time in Africa/Johannesburg, t2m in ºC, prectotland in mm/h, swgdn in W/m², swtdn in W/m², cldtot in fraction
# {"units": {"time": "UTC", "local_time": "Africa/Johannesburg", "t2m": "\u00baC", "prectotland": "mm/h", "swgdn": "W/m\u00b2", "swtdn": "W/m\u00b2", "cldtot": "fraction"}, "params": {"local_time": true, "header": true, "lat": "-32.58408641596155", "lon": "26.60120807735355", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "var_t2m": true, "var_prectotland": true, "var_precsnoland": false, "var_snomas": false, "var_rhoa": false, "var_swgdn": true, "var_swtdn": true, "var_cldtot": true}}
time,local_time,t2m,prectotland,swgdn,swtdn,cldtot
2019-04-05 07:00,2019-04-05 09:00,11.837,0.327,177.651,785.395,0.955
2019-04-05 08:00,2019-04-05 10:00,12.638,0.363,276.343,948.455,0.890
2019-04-05 09:00,2019-04-05 11:00,13.815,0.362,382.890,1041.728,0.946
2019-04-05 10:00,2019-04-05 12:00,14.601,0.355,390.746,1059.177,0.960
2019-04-05 11:00,2019-04-05 13:00,14.633,0.365,322.480,999.325,0.969
2019-04-05 12:00,2019-04-05 14:00,14.175,0.356,242.087,866.247,0.973
2019-04-05 13:00,2019-04-05 15:00,13.328,0.323,151.710,669.029,0.925
2019-04-05 14:00,2019-04-05 16:00,12.303,0.288,64.334,421.163,0.961
2019-04-05 15:00,2019-04-05 17:00,11.467,0.328,13.377,139.710,0.946
2019-04-05 16:00,2019-04-05 18:00,10.925,0.463,0,0.009,0.925
2019-04-05 17:00,2019-04-05 19:00,10.648,0.652,0,0,0.924
2019-04-05 18:00,2019-04-05 20:00,10.439,0.887,0,0,0.908
2019-04-05 19:00,2019-04-05 21:00,10.309,1.301,0,0,0.807
2019-04-05 20:00,2019-04-05 22:00,10.156,1.716,0,0,0.823
2019-04-05 21:00,2019-04-05 23:00,9.910,1.686,0,0,0.810
2019-04-05 22:00,2019-04-06 00:00,9.464,1.135,0,0,0.925
2019-04-05 23:00,2019-04-06 01:00,9.196,0.563,0,0,0.953
2019-04-06 00:00,2019-04-06 02:00,8.970,0.036,0,0,0.961
2019-04-06 01:00,2019-04-06 03:00,8.736,0.032,0,0,0.835
2019-04-06 02:00,2019-04-06 04:00,8.547,0.035,0,0,0.710
2019-04-06 03:00,2019-04-06 05:00,8.371,0.027,0,0,0.589
2019-04-06 04:00,2019-04-06 06:00,8.244,0.012,12.237,38.880,0.391
2019-04-06 05:00,2019-04-06 07:00,9.935,0.006,140.672,293.440,0.304
2019-04-06 06:00,2019-04-06 08:00,11.813,0.006,309.952,558.211,0.222
2019-04-06 07:00,2019-04-06 09:00,14.220,0.010,469.572,779.510,0.264
2019-04-06 08:00,2019-04-06 10:00,16.276,0.012,560.502,942.432,0.344
2019-04-06 09:00,2019-04-06 11:00,17.675,0.010,583.790,1035.644,0.403
2019-04-06 10:00,2019-04-06 12:00,18.964,0.007,636.652,1052.995,0.351
2019-04-06 11:00,2019-04-06 13:00,19.927,0.004,592.502,993.075,0.300
2019-04-06 12:00,2019-04-06 14:00,20.519,0.003,521.717,860.247,0.245
2019-04-06 13:00,2019-04-06 15:00,20.620,0.001,413.576,663.279,0.277
2019-04-06 14:00,2019-04-06 16:00,19.791,0,230.868,415.722,0.242
2019-04-06 15:00,2019-04-06 17:00,17.506,0,61.508,134.868,0.119
2019-04-06 16:00,2019-04-06 18:00,14.509,0,0,0,0.087
2019-04-06 17:00,2019-04-06 19:00,13.319,0.004,0,0,0.159
2019-04-06 18:00,2019-04-06 20:00,12.793,0.005,0,0,0.249
2019-04-06 19:00,2019-04-06 21:00,12.415,0.004,0,0,0.248
2019-04-06 20:00,2019-04-06 22:00,12.027,0.003,0,0,0.242
2019-04-06 21:00,2019-04-06 23:00,11.689,0.003,0,0,0.236
2019-04-06 22:00,2019-04-07 00:00,11.318,0.002,0,0,0.182
2019-04-06 23:00,2019-04-07 01:00,10.891,0.001,0,0,0.093
2019-04-07 00:00,2019-04-07 02:00,10.485,0.001,0,0,0.050
2019-04-07 01:00,2019-04-07 03:00,10.172,0,0,0,0.003
2019-04-07 02:00,2019-04-07 04:00,10.058,0,0,0,0
2019-04-07 03:00,2019-04-07 05:00,9.965,0,0,0,0
2019-04-07 04:00,2019-04-07 06:00,10.131,0,16.723,36.388,0
2019-04-07 05:00,2019-04-07 07:00,14.162,0,185.855,288.190,0
2019-04-07 06:00,2019-04-07 08:00,17.748,0,402.045,552.503,0.033
2019-04-07 07:00,2019-04-07 09:00,22.012,0,592.165,773.645,0.086
2019-04-07 08:00,2019-04-07 10:00,24.089,0,734.613,936.297,0.338
2019-04-07 09:00,2019-04-07 11:00,25.353,0,784.861,1029.410,0.608
2019-04-07 10:00,2019-04-07 12:00,26.352,0,805.704,1046.677,0.307
2019-04-07 11:00,2019-04-07 13:00,26.943,0,766.232,986.916,0.256
2019-04-07 12:00,2019-04-07 14:00,27.025,0,644.814,854.223,0.329
2019-04-07 13:00,2019-04-07 15:00,26.289,0,404.854,657.510,0.617
2019-04-07 14:00,2019-04-07 16:00,24.621,0,174.825,410.338,0.925
2019-04-07 15:00,2019-04-07 17:00,22.249,0,25.482,130.068,0.973
2019-04-07 16:00,2019-04-07 18:00,19.971,0.001,0,0,0.952
2019-04-07 17:00,2019-04-07 19:00,18.372,0.001,0,0,0.846
2019-04-07 18:00,2019-04-07 20:00,17.159,0.002,0,0,0.725
2019-04-07 19:00,2019-04-07 21:00,16.464,0.002,0,0,0.617
2019-04-07 20:00,2019-04-07 22:00,15.634,0.002,0,0,0.601
2019-04-07 21:00,2019-04-07 23:00,15.123,0.002,0,0,0.724
2019-04-07 22:00,2019-04-08 00:00,14.718,0.002,0,0,0.784
2019-04-07 23:00,2019-04-08 01:00,14.184,0.001,0,0,0.810
2019-04-08 00:00,2019-04-08 02:00,14.723,0,0,0,0.895
2019-04-08 01:00,2019-04-08 03:00,15.030,0,0,0,0.917
2019-04-08 02:00,2019-04-08 04:00,15.366,0.014,0,0,0.946
2019-04-08 03:00,2019-04-08 05:00,15.678,0.076,0,0,0.945
2019-04-08 04:00,2019-04-08 06:00,15.293,0.182,2.955,33.973,0.949
2019-04-08 05:00,2019-04-08 07:00,15.212,0.264,37.208,282.986,0.958
2019-04-08 06:00,2019-04-08 08:00,15.778,0.430,93.423,546.961,0.963
2019-04-08 07:00,2019-04-08 09:00,16.851,0.683,160.384,767.736,0.970
2019-04-08 08:00,2019-04-08 10:00,18.514,0.714,220.363,930.182,0.927
2019-04-08 09:00,2019-04-08 11:00,20.649,0.412,337.087,1023.253,0.750
2019-04-08 10:00,2019-04-08 12:00,22.255,0.089,373.874,1040.458,0.696
2019-04-08 11:00,2019-04-08 13:00,22.975,0.020,385.324,980.783,0.614
2019-04-08 12:00,2019-04-08 14:00,23.010,0.007,360.064,848.223,0.530
2019-04-08 13:00,2019-04-08 15:00,22.539,0.001,296.908,651.877,0.529
2019-04-08 14:00,2019-04-08 16:00,21.663,0,175.823,404.951,0.482
2019-04-08 15:00,2019-04-08 17:00,19.283,0,48.498,125.398,0.273
2019-04-08 16:00,2019-04-08 18:00,16.592,0,0,0,0.121
2019-04-08 17:00,2019-04-08 19:00,15.784,0,0,0,0.067
2019-04-08 18:00,2019-04-08 20:00,15.410,0,0,0,0.028
2019-04-08 19:00,2019-04-08 21:00,15.023,0.001,0,0,0.018
2019-04-08 20:00,2019-04-08 22:00,14.213,0.001,0,0,0.038
2019-04-08 21:00,2019-04-08 23:00,13.611,0.001,0,0,0.050
2019-04-08 22:00,2019-04-09 00:00,13.223,0,0,0,0.053
2019-04-08 23:00,2019-04-09 01:00,12.904,0,0,0,0.047
2019-04-09 00:00,2019-04-09 02:00,12.616,0,0,0,0.026
2019-04-09 01:00,2019-04-09 03:00,12.376,0,0,0,0.002
2019-04-09 02:00,2019-04-09 04:00,12.239,0,0,0,0.001
2019-04-09 03:00,2019-04-09 05:00,12.190,0,0,0,0.001
2019-04-09 04:00,2019-04-09 06:00,12.207,0,13.473,31.660,0.003
2019-04-09 05:00,2019-04-09 07:00,15.011,0,172.365,277.736,0.005
2019-04-09 06:00,2019-04-09 08:00,18.308,0.001,384.030,541.461,0.005
2019-04-09 07:00,2019-04-09 09:00,21.616,0.001,570.409,761.877,0.013
2019-04-09 08:00,2019-04-09 10:00,23.196,0.001,708.953,924.047,0.018
2019-04-09 09:00,2019-04-09 11:00,24.174,0.002,788.003,1017.003,0.042
2019-04-09 10:00,2019-04-09 12:00,24.725,0.002,801.979,1034.177,0.174
2019-04-09 11:00,2019-04-09 13:00,24.782,0.002,748.109,974.533,0.283
2019-04-09 12:00,2019-04-09 14:00,24.387,0.002,627.590,842.223,0.179
2019-04-09 13:00,2019-04-09 15:00,23.512,0.002,452.506,646.127,0.133
2019-04-09 14:00,2019-04-09 16:00,22.081,0.002,241.525,399.567,0.333
2019-04-09 15:00,2019-04-09 17:00,19.564,0.004,56.918,120.817,0.407
2019-04-09 16:00,2019-04-09 18:00,16.630,0.010,0,0,0.623
2019-04-09 17:00,2019-04-09 19:00,15.516,0.009,0,0,0.857
2019-04-09 18:00,2019-04-09 20:00,14.913,0.010,0,0,0.942
2019-04-09 19:00,2019-04-09 21:00,14.528,0.011,0,0,0.948
2019-04-09 20:00,2019-04-09 22:00,14.431,0.009,0,0,0.955
2019-04-09 21:00,2019-04-09 23:00,14.333,0.007,0,0,0.956
2019-04-09 22:00,2019-04-10 00:00,14.042,0.005,0,0,0.956
2019-04-09 23:00,2019-04-10 01:00,13.695,0.005,0,0,0.955
2019-04-10 00:00,2019-04-10 02:00,13.372,0.005,0,0,0.956
2019-04-10 01:00,2019-04-10 03:00,13.096,0.005,0,0,0.956
2019-04-10 02:00,2019-04-10 04:00,12.815,0.006,0,0,0.957
2019-04-10 03:00,2019-04-10 05:00,12.586,0.006,0,0,0.957
2019-04-10 04:00,2019-04-10 06:00,12.463,0.006,10.005,29.443,0.954
2019-04-10 05:00,2019-04-10 07:00,14.184,0.003,141.508,272.590,0.947
2019-04-10 06:00,2019-04-10 08:00,17.347,0.001,349.825,535.919,0.939
2019-04-10 07:00,2019-04-10 09:00,21.884,0,548.766,755.986,0.936
2019-04-10 08:00,2019-04-10 10:00,24.788,0,686.256,918.023,0.937
2019-04-10 09:00,2019-04-10 11:00,26.354,0,746.790,1010.753,0.939
2019-04-10 10:00,2019-04-10 12:00,27.328,0,740.864,1027.934,0.942
2019-04-10 11:00,2019-04-10 13:00,27.647,0.002,620.584,968.491,0.946
2019-04-10 12:00,2019-04-10 14:00,27.472,0.002,463.992,836.223,0.954
2019-04-10 13:00,2019-04-10 15:00,26.901,0.001,315.147,640.377,0.956
2019-04-10 14:00,2019-04-10 16:00,25.742,0.001,159.530,394.250,0.926
2019-04-10 15:00,2019-04-10 17:00,22.902,0.001,37.360,116.341,0.858
2019-04-10 16:00,2019-04-10 18:00,20.501,0.001,0,0,0.744
2019-04-10 17:00,2019-04-10 19:00,19.243,0.002,0,0,0.641
2019-04-10 18:00,2019-04-10 20:00,18.345,0.001,0,0,0.668
2019-04-10 19:00,2019-04-10 21:00,17.735,0.001,0,0,0.675
2019-04-10 20:00,2019-04-10 22:00,17.070,0.001,0,0,0.338
2019-04-10 21:00,2019-04-10 23:00,16.317,0,0,0,0.111
2019-04-10 22:00,2019-04-11 00:00,16.081,0,0,0,0.110
2019-04-10 23:00,2019-04-11 01:00,16.101,0,0,0,0.068
2019-04-11 00:00,2019-04-11 02:00,15.792,0.001,0,0,0.335
2019-04-11 01:00,2019-04-11 03:00,15.555,0.002,0,0,0.259
2019-04-11 02:00,2019-04-11 04:00,15.452,0,0,0,0.186
2019-04-11 03:00,2019-04-11 05:00,15.380,0,0,0,0.587
2019-04-11 04:00,2019-04-11 06:00,15.333,0.001,10.521,27.303,0.855
2019-04-11 05:00,2019-04-11 07:00,16.917,0,154.374,267.444,0.663
2019-04-11 06:00,2019-04-11 08:00,20.278,0,365.992,530.419,0.222
2019-04-11 07:00,2019-04-11 09:00,23.860,0,554.145,750.194,0.261
2019-04-11 08:00,2019-04-11 10:00,26.206,0,660.029,911.890,0.337
2019-04-11 09:00,2019-04-11 11:00,27.817,0.001,735.828,1004.503,0.182
2019-04-11 10:00,2019-04-11 12:00,28.831,0.005,753.817,1021.658,0.205
2019-04-11 11:00,2019-04-11 13:00,29.221,0.007,706.050,962.283,0.326
2019-04-11 12:00,2019-04-11 14:00,28.987,0.008,574.218,830.322,0.358
2019-04-11 13:00,2019-04-11 15:00,28.225,0.004,417.686,634.718,0.448
2019-04-11 14:00,2019-04-11 16:00,26.516,0.003,190.139,388.921,0.525
2019-04-11 15:00,2019-04-11 17:00,23.187,0.007,37.797,111.973,0.529
2019-04-11 16:00,2019-04-11 18:00,20.561,0.012,0,0,0.478
2019-04-11 17:00,2019-04-11 19:00,19.362,0.015,0,0,0.389
2019-04-11 18:00,2019-04-11 20:00,18.345,0.012,0,0,0.220
2019-04-11 19:00,2019-04-11 21:00,17.596,0.006,0,0,0.172
2019-04-11 20:00,2019-04-11 22:00,17.164,0.002,0,0,0.177
2019-04-11 21:00,2019-04-11 23:00,16.758,0,0,0,0.183
2019-04-11 22:00,2019-04-12 00:00,16.280,0,0,0,0.162
2019-04-11 23:00,2019-04-12 01:00,15.753,0,0,0,0.119
2019-04-12 00:00,2019-04-12 02:00,15.286,0,0,0,0.084
2019-04-12 01:00,2019-04-12 03:00,14.913,0,0,0,0.064
2019-04-12 02:00,2019-04-12 04:00,14.615,0,0,0,0.040
2019-04-12 03:00,2019-04-12 05:00,14.426,0,0,0,0.021
2019-04-12 04:00,2019-04-12 06:00,14.418,0,10.249,25.267,0.009
2019-04-12 05:00,2019-04-12 07:00,16.889,0,160.974,262.307,0.004
2019-04-12 06:00,2019-04-12 08:00,20.304,0,371.377,524.778,0.002
2019-04-12 07:00,2019-04-12 09:00,24.975,0,558.776,744.353,0.002
2019-04-12 08:00,2019-04-12 10:00,28.005,0,699.878,905.755,0.001
2019-04-12 09:00,2019-04-12 11:00,29.333,0,781.758,998.235,0
2019-04-12 10:00,2019-04-12 12:00,30.029,0,797.236,1015.385,0
2019-04-12 11:00,2019-04-12 13:00,30.331,0,744.970,956.033,0
2019-04-12 12:00,2019-04-12 14:00,30.221,0,629.153,824.322,0.004
2019-04-12 13:00,2019-04-12 15:00,29.699,0,460.296,629.085,0.021
2019-04-12 14:00,2019-04-12 16:00,28.679,0,248.441,383.604,0.053
2019-04-12 15:00,2019-04-12 17:00,25.912,0,54.474,107.706,0.103
2019-04-12 16:00,2019-04-12 18:00,23.598,0,0,0,0.196
2019-04-12 17:00,2019-04-12 19:00,22.243,0,0,0,0.226
2019-04-12 18:00,2019-04-12 20:00,20.772,0,0,0,0.239
2019-04-12 19:00,2019-04-12 21:00,19.239,0.001,0,0,0.206
2019-04-12 20:00,2019-04-12 22:00,17.785,0.001,0,0,0.151
2019-04-12 21:00,2019-04-12 23:00,16.627,0.001,0,0,0.090
2019-04-12 22:00,2019-04-13 00:00,16.220,0.001,0,0,0.085
2019-04-12 23:00,2019-04-13 01:00,15.935,0.001,0,0,0.076
2019-04-13 00:00,2019-04-13 02:00,15.270,0.001,0,0,0.094
2019-04-13 01:00,2019-04-13 03:00,14.787,0.001,0,0,0.315
2019-04-13 02:00,2019-04-13 04:00,14.468,0.001,0,0,0.531
2019-04-13 03:00,2019-04-13 05:00,14.217,0.001,0,0,0.327
2019-04-13 04:00,2019-04-13 06:00,13.894,0.001,9.163,23.315,0.069
2019-04-13 05:00,2019-04-13 07:00,16.708,0,153.521,257.182,0.027
2019-04-13 06:00,2019-04-13 08:00,20.205,0,360.771,519.278,0.004
2019-04-13 07:00,2019-04-13 09:00,24.595,0,546.193,738.444,0.005
2019-04-13 08:00,2019-04-13 10:00,27.547,0,684.338,899.731,0.018
2019-04-13 09:00,2019-04-13 11:00,29.154,0,756.400,991.985,0.041
2019-04-13 10:00,2019-04-13 12:00,30.119,0,762.835,1009.135,0.169
2019-04-13 11:00,2019-04-13 13:00,30.237,0.001,613.847,949.991,0.374
2019-04-13 12:00,2019-04-13 14:00,29.900,0,419.367,818.322,0.526
2019-04-13 13:00,2019-04-13 15:00,29.464,0.001,305.105,623.359,0.545
2019-04-13 14:00,2019-04-13 16:00,28.323,0,166.433,378.345,0.515
2019-04-13 15:00,2019-04-13 17:00,24.914,0,37.192,103.531,0.410
2019-04-13 16:00,2019-04-13 18:00,22.195,0,0,0,0.285
2019-04-13 17:00,2019-04-13 19:00,20.934,0,0,0,0.218
2019-04-13 18:00,2019-04-13 20:00,19.971,0.002,0,0,0.169
2019-04-13 19:00,2019-04-13 21:00,18.894,0.003,0,0,0.107
2019-04-13 20:00,2019-04-13 22:00,17.648,0.006,0,0,0.096
2019-04-13 21:00,2019-04-13 23:00,16.476,0.005,0,0,0.093
2019-04-13 22:00,2019-04-14 00:00,15.597,0.006,0,0,0.065
2019-04-13 23:00,2019-04-14 01:00,14.829,0.004,0,0,0.049
2019-04-14 00:00,2019-04-14 02:00,14.229,0.006,0,0,0.055
2019-04-14 01:00,2019-04-14 03:00,13.659,0.010,0,0,0.066
2019-04-14 02:00,2019-04-14 04:00,13.115,0.014,0,0,0.078
2019-04-14 03:00,2019-04-14 05:00,12.536,0.018,0,0,0.104
2019-04-14 04:00,2019-04-14 06:00,12.161,0.017,7.810,21.453,0.173
2019-04-14 05:00,2019-04-14 07:00,14.080,0.018,128.861,252.080,0.160
2019-04-14 06:00,2019-04-14 08:00,16.249,0.015,330.218,513.886,0.139
2019-04-14 07:00,2019-04-14 09:00,18.887,0.007,501.967,732.694,0.194
2019-04-14 08:00,2019-04-14 10:00,21.307,0.008,619.473,893.640,0.269
2019-04-14 09:00,2019-04-14 11:00,23.164,0.029,673.928,985.852,0.285
2019-04-14 10:00,2019-04-14 12:00,24.239,0.077,663.034,1002.885,0.388
2019-04-14 11:00,2019-04-14 13:00,23.700,0.161,487.394,943.741,0.588
2019-04-14 12:00,2019-04-14 14:00,21.897,0.357,308.512,812.413,0.661
2019-04-14 13:00,2019-04-14 15:00,19.601,0.584,193.050,617.835,0.688
2019-04-14 14:00,2019-04-14 16:00,17.221,0.808,93.606,373.083,0.708
2019-04-14 15:00,2019-04-14 17:00,15.004,1.067,16.705,99.475,0.698
2019-04-14 16:00,2019-04-14 18:00,13.349,1.184,0,0,0.653
2019-04-14 17:00,2019-04-14 19:00,12.231,1.210,0,0,0.643
2019-04-14 18:00,2019-04-14 20:00,11.480,0.856,0,0,0.657
2019-04-14 19:00,2019-04-14 21:00,11.001,0.430,0,0,0.711
2019-04-14 20:00,2019-04-14 22:00,10.736,0.451,0,0,0.731
2019-04-14 21:00,2019-04-14 23:00,10.624,0.521,0,0,0.728
2019-04-14 22:00,2019-04-15 00:00,10.526,0.427,0,0,0.710
2019-04-14 23:00,2019-04-15 01:00,10.301,0.267,0,0,0.669
2019-04-15 00:00,2019-04-15 02:00,9.985,0.143,0,0,0.646
2019-04-15 01:00,2019-04-15 03:00,9.729,0.067,0,0,0.594
2019-04-15 02:00,2019-04-15 04:00,9.445,0.032,0,0,0.537
2019-04-15 03:00,2019-04-15 05:00,9.218,0.017,0,0,0.495
2019-04-15 04:00,2019-04-15 06:00,8.939,0.010,5.367,19.680,0.467
2019-04-15 05:00,2019-04-15 07:00,9.549,0.004,104.788,247.063,0.239
2019-04-15 06:00,2019-04-15 08:00,11.266,0.002,341.426,508.386,0.059
2019-04-15 07:00,2019-04-15 09:00,13.920,0.002,555.856,726.902,0.006
2019-04-15 08:00,2019-04-15 10:00,16.333,0.001,697.908,887.598,0.004
2019-04-15 09:00,2019-04-15 11:00,17.853,0.001,780.246,979.693,0.003
2019-04-15 10:00,2019-04-15 12:00,18.823,0.001,793.814,996.733,0.005
2019-04-15 11:00,2019-04-15 13:00,19.338,0.003,738.775,937.699,0.010
2019-04-15 12:00,2019-04-15 14:00,19.393,0.003,623.940,806.413,0.010
2019-04-15 13:00,2019-04-15 15:00,18.891,0.004,452.626,612.085,0.054
2019-04-15 14:00,2019-04-15 16:00,17.668,0.004,241.541,367.833,0.075
2019-04-15 15:00,2019-04-15 17:00,14.750,0.003,50.977,95.519,0.310
2019-04-15 16:00,2019-04-15 18:00,11.812,0.001,0,0,0.781
2019-04-15 17:00,2019-04-15 19:00,10.806,0.005,0,0,0.851
2019-04-15 18:00,2019-04-15 20:00,10.099,0.047,0,0,0.882
2019-04-15 19:00,2019-04-15 21:00,10.040,0.073,0,0,0.969
2019-04-15 20:00,2019-04-15 22:00,10.304,0.065,0,0,0.981
2019-04-15 21:00,2019-04-15 23:00,10.386,0.051,0,0,0.993
2019-04-15 22:00,2019-04-16 00:00,10.405,0.039,0,0,0.984
2019-04-15 23:00,2019-04-16 01:00,10.312,0.029,0,0,0.881
2019-04-16 00:00,2019-04-16 02:00,10.096,0.008,0,0,0.709
2019-04-16 01:00,2019-04-16 03:00,9.946,0.008,0,0,0.710
2019-04-16 02:00,2019-04-16 04:00,9.855,0.008,0,0,0.672
2019-04-16 03:00,2019-04-16 05:00,9.840,0.010,0,0,0.688
2019-04-16 04:00,2019-04-16 06:00,9.845,0.013,2.864,17.991,0.678
2019-04-16 05:00,2019-04-16 07:00,10.240,0.021,67.265,242.053,0.587
2019-04-16 06:00,2019-04-16 08:00,11.153,0.035,190.127,502.941,0.435
2019-04-16 07:00,2019-04-16 09:00,12.687,0.025,370.722,721.152,0.283
2019-04-16 08:00,2019-04-16 10:00,14.625,0.006,570.186,881.481,0.145
2019-04-16 09:00,2019-04-16 11:00,16.393,0.001,721.165,973.443,0.091
2019-04-16 10:00,2019-04-16 12:00,17.654,0.002,771.030,990.483,0.006
2019-04-16 11:00,2019-04-16 13:00,18.433,0.003,743.046,931.491,0.004
2019-04-16 12:00,2019-04-16 14:00,18.635,0.004,626.173,800.548,0.013
2019-04-16 13:00,2019-04-16 15:00,18.147,0.003,449.940,606.567,0.044
2019-04-16 14:00,2019-04-16 16:00,16.826,0.005,241.218,362.641,0.085
2019-04-16 15:00,2019-04-16 17:00,13.734,0.002,47.161,91.653,0.469
2019-04-16 16:00,2019-04-16 18:00,11.216,0.007,0,0,0.890
2019-04-16 17:00,2019-04-16 19:00,10.432,0.029,0,0,0.783
2019-04-16 18:00,2019-04-16 20:00,10.435,0.046,0,0,0.809
2019-04-16 19:00,2019-04-16 21:00,10.253,0.046,0,0,0.783
2019-04-16 20:00,2019-04-16 22:00,9.948,0.037,0,0,0.783
2019-04-16 21:00,2019-04-16 23:00,9.720,0.036,0,0,0.803
2019-04-16 22:00,2019-04-17 00:00,9.512,0.039,0,0,0.741
2019-04-16 23:00,2019-04-17 01:00,9.322,0.031,0,0,0.756
2019-04-17 00:00,2019-04-17 02:00,9.072,0.024,0,0,0.742
2019-04-17 01:00,2019-04-17 03:00,8.903,0.017,0,0,0.862
2019-04-17 02:00,2019-04-17 04:00,8.858,0.012,0,0,0.906
2019-04-17 03:00,2019-04-17 05:00,8.784,0.006,0,0,0.908
2019-04-17 04:00,2019-04-17 06:00,8.662,0.002,2.882,16.388,0.835
2019-04-17 05:00,2019-04-17 07:00,9.772,0.001,75.253,237.071,0.878
2019-04-17 06:00,2019-04-17 08:00,11.272,0.001,196.276,497.545,0.962
2019-04-17 07:00,2019-04-17 09:00,12.779,0,234.229,715.262,0.976
2019-04-17 08:00,2019-04-17 10:00,14.989,0,382.420,875.462,0.774
2019-04-17 09:00,2019-04-17 11:00,17.663,0,557.061,967.193,0.537
2019-04-17 10:00,2019-04-17 12:00,19.571,0,641.238,984.233,0.387
2019-04-17 11:00,2019-04-17 13:00,20.396,0,623.934,925.449,0.341
2019-04-17 12:00,2019-04-17 14:00,20.342,0,531.711,794.663,0.488
2019-04-17 13:00,2019-04-17 15:00,19.477,0,385.707,600.952,0.676
2019-04-17 14:00,2019-04-17 16:00,17.569,0,203.796,357.449,0.485
2019-04-17 15:00,2019-04-17 17:00,14.612,0,38.270,87.901,0.502
2019-04-17 16:00,2019-04-17 18:00,12.088,0,0,0,0.827
2019-04-17 17:00,2019-04-17 19:00,10.938,0,0,0,0.959
2019-04-17 18:00,2019-04-17 20:00,10.636,0.002,0,0,0.957
2019-04-17 19:00,2019-04-17 21:00,10.381,0.007,0,0,0.880
2019-04-17 20:00,2019-04-17 22:00,9.881,0.011,0,0,0.510
2019-04-17 21:00,2019-04-17 23:00,9.485,0.014,0,0,0.297
2019-04-17 22:00,2019-04-18 00:00,9.197,0.018,0,0,0.278
2019-04-17 23:00,2019-04-18 01:00,8.799,0.025,0,0,0.301
2019-04-18 00:00,2019-04-18 02:00,8.610,0.035,0,0,0.338
2019-04-18 01:00,2019-04-18 03:00,8.600,0.041,0,0,0.322
2019-04-18 02:00,2019-04-18 04:00,8.392,0.044,0,0,0.512
2019-04-18 03:00,2019-04-18 05:00,8.240,0.047,0,0,0.913
2019-04-18 04:00,2019-04-18 06:00,8.026,0.046,3.984,14.875,0.821
2019-04-18 05:00,2019-04-18 07:00,9.705,0.045,116.483,232.128,0.152
2019-04-18 06:00,2019-04-18 08:00,12.500,0.044,347.712,492.170,0.031
2019-04-18 07:00,2019-04-18 09:00,16.336,0.055,533.906,709.512,0.011
2019-04-18 08:00,2019-04-18 10:00,19.580,0.050,682.969,869.439,0.003
2019-04-18 09:00,2019-04-18 11:00,21.540,0.042,765.359,961.078,0.001
2019-04-18 10:00,2019-04-18 12:00,22.564,0.034,781.538,978.074,0
2019-04-18 11:00,2019-04-18 13:00,23.001,0.026,728.834,919.223,0
2019-04-18 12:00,2019-04-18 14:00,22.880,0.018,612.595,788.780,0
2019-04-18 13:00,2019-04-18 15:00,22.073,0.020,443.229,595.317,0.002
2019-04-18 14:00,2019-04-18 16:00,20.253,0.020,238.198,352.303,0.011
2019-04-18 15:00,2019-04-18 17:00,16.004,0.026,43.959,84.245,0.025
2019-04-18 16:00,2019-04-18 18:00,13.159,0.050,0,0,0.065
2019-04-18 17:00,2019-04-18 19:00,12.708,0.057,0,0,0.216
2019-04-18 18:00,2019-04-18 20:00,12.897,0.062,0,0,0.314
2019-04-18 19:00,2019-04-18 21:00,12.983,0.050,0,0,0.295
2019-04-18 20:00,2019-04-18 22:00,12.809,0.031,0,0,0.262
2019-04-18 21:00,2019-04-18 23:00,12.499,0.026,0,0,0.238
2019-04-18 22:00,2019-04-19 00:00,12.089,0.016,0,0,0.225
2019-04-18 23:00,2019-04-19 01:00,11.779,0.012,0,0,0.208
2019-04-19 00:00,2019-04-19 02:00,11.302,0.008,0,0,0.118
2019-04-19 01:00,2019-04-19 03:00,10.502,0.003,0,0,0.202
2019-04-19 02:00,2019-04-19 04:00,10.027,0.001,0,0,0.278
2019-04-19 03:00,2019-04-19 05:00,9.843,0,0,0,0.288
2019-04-19 04:00,2019-04-19 06:00,9.994,0,5.591,13.439,0.405
2019-04-19 05:00,2019-04-19 07:00,12.023,0,145.396,227.207,0.470
2019-04-19 06:00,2019-04-19 08:00,15.852,0,357.969,486.795,0.473
2019-04-19 07:00,2019-04-19 09:00,20.814,0,546.704,703.879,0.529
2019-04-19 08:00,2019-04-19 10:00,25.044,0,685.788,863.439,0.679
2019-04-19 09:00,2019-04-19 11:00,27.431,0,763.957,954.919,0.888
2019-04-19 10:00,2019-04-19 12:00,28.679,0,776.363,971.824,0.936
2019-04-19 11:00,2019-04-19 13:00,29.324,0,722.005,913.199,0.936
2019-04-19 12:00,2019-04-19 14:00,29.436,0,600.674,782.871,0.938
2019-04-19 13:00,2019-04-19 15:00,28.795,0,416.440,589.817,0.945
