# Renewables.ninja Solar photovoltaic power (PV) (Point API) - -32.580, 26.559 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Africa/Johannesburg, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Africa/Johannesburg", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": true, "header": true, "lat": "-32.58044469633279", "lon": "26.559067500974685", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2019-01-01 00:00,2019-01-01 02:00,0,0,0,23.335
2019-01-01 01:00,2019-01-01 03:00,0,0,0,23.667
2019-01-01 02:00,2019-01-01 04:00,0,0,0,23.941
2019-01-01 03:00,2019-01-01 05:00,0.011,0,0.025,23.936
2019-01-01 04:00,2019-01-01 06:00,0.086,0.014,0.102,25.727
2019-01-01 05:00,2019-01-01 07:00,0.239,0.149,0.146,28.405
2019-01-01 06:00,2019-01-01 08:00,0.381,0.283,0.193,30.358
2019-01-01 07:00,2019-01-01 09:00,0.486,0.381,0.241,32.097
2019-01-01 08:00,2019-01-01 10:00,0.551,0.448,0.275,33.804
2019-01-01 09:00,2019-01-01 11:00,0.641,0.630,0.243,35.741
2019-01-01 10:00,2019-01-01 12:00,0.629,0.584,0.274,36.705
2019-01-01 11:00,2019-01-01 13:00,0.465,0.225,0.379,35.387
2019-01-01 12:00,2019-01-01 14:00,0.372,0.113,0.357,32.980
2019-01-01 13:00,2019-01-01 15:00,0.269,0.052,0.283,29.780
2019-01-01 14:00,2019-01-01 16:00,0.218,0.042,0.226,26.597
2019-01-01 15:00,2019-01-01 17:00,0.139,0.021,0.154,23.651
2019-01-01 16:00,2019-01-01 18:00,0.028,0,0.046,21.008
2019-01-01 17:00,2019-01-01 19:00,0,0,0.001,18.993
2019-01-01 18:00,2019-01-01 20:00,0,0,0,17.600
2019-01-01 19:00,2019-01-01 21:00,0,0,0,16.443
2019-01-01 20:00,2019-01-01 22:00,0,0,0,15.454
2019-01-01 21:00,2019-01-01 23:00,0,0,0,14.827
2019-01-01 22:00,2019-01-02 00:00,0,0,0,14.500
2019-01-01 23:00,2019-01-02 01:00,0,0,0,14.250
2019-01-02 00:00,2019-01-02 02:00,0,0,0,14.031
2019-01-02 01:00,2019-01-02 03:00,0,0,0,13.825
2019-01-02 02:00,2019-01-02 04:00,0,0,0,13.738
2019-01-02 03:00,2019-01-02 05:00,0.006,0,0.017,13.830
2019-01-02 04:00,2019-01-02 06:00,0.070,0.001,0.091,14.404
2019-01-02 05:00,2019-01-02 07:00,0.157,0.013,0.174,15.218
2019-01-02 06:00,2019-01-02 08:00,0.287,0.052,0.281,16.447
2019-01-02 07:00,2019-01-02 09:00,0.380,0.091,0.354,17.592
2019-01-02 08:00,2019-01-02 10:00,0.430,0.106,0.401,18.241
2019-01-02 09:00,2019-01-02 11:00,0.462,0.116,0.431,18.370
2019-01-02 10:00,2019-01-02 12:00,0.469,0.117,0.439,18.068
2019-01-02 11:00,2019-01-02 13:00,0.427,0.089,0.412,17.495
2019-01-02 12:00,2019-01-02 14:00,0.356,0.057,0.358,16.764
2019-01-02 13:00,2019-01-02 15:00,0.272,0.031,0.284,15.856
2019-01-02 14:00,2019-01-02 16:00,0.175,0.013,0.194,14.823
2019-01-02 15:00,2019-01-02 17:00,0.093,0.004,0.114,13.816
2019-01-02 16:00,2019-01-02 18:00,0.017,0,0.031,12.762
2019-01-02 17:00,2019-01-02 19:00,0,0,0.001,11.918
2019-01-02 18:00,2019-01-02 20:00,0,0,0,11.464
2019-01-02 19:00,2019-01-02 21:00,0,0,0,11.226
2019-01-02 20:00,2019-01-02 22:00,0,0,0,11.102
2019-01-02 21:00,2019-01-02 23:00,0,0,0,11.081
2019-01-02 22:00,2019-01-03 00:00,0,0,0,11.029
2019-01-02 23:00,2019-01-03 01:00,0,0,0,10.981
2019-01-03 00:00,2019-01-03 02:00,0,0,0,10.928
2019-01-03 01:00,2019-01-03 03:00,0,0,0,10.916
2019-01-03 02:00,2019-01-03 04:00,0,0,0,10.906
2019-01-03 03:00,2019-01-03 05:00,0.010,0,0.021,10.965
2019-01-03 04:00,2019-01-03 06:00,0.083,0.003,0.103,11.871
2019-01-03 05:00,2019-01-03 07:00,0.199,0.043,0.189,13.394
2019-01-03 06:00,2019-01-03 08:00,0.313,0.100,0.261,15.351
2019-01-03 07:00,2019-01-03 09:00,0.429,0.189,0.316,17.655
2019-01-03 08:00,2019-01-03 10:00,0.484,0.226,0.355,19.942
2019-01-03 09:00,2019-01-03 11:00,0.563,0.348,0.347,22.433
2019-01-03 10:00,2019-01-03 12:00,0.679,0.630,0.246,25.337
2019-01-03 11:00,2019-01-03 13:00,0.658,0.639,0.216,27.298
2019-01-03 12:00,2019-01-03 14:00,0.565,0.498,0.220,27.909
2019-01-03 13:00,2019-01-03 15:00,0.452,0.355,0.206,27.492
2019-01-03 14:00,2019-01-03 16:00,0.303,0.188,0.181,26.105
2019-01-03 15:00,2019-01-03 17:00,0.166,0.094,0.112,24.349
2019-01-03 16:00,2019-01-03 18:00,0.040,0,0.061,21.842
2019-01-03 17:00,2019-01-03 19:00,0,0,0.003,18.913
2019-01-03 18:00,2019-01-03 20:00,0,0,0,17.096
2019-01-03 19:00,2019-01-03 21:00,0,0,0,16.026
2019-01-03 20:00,2019-01-03 22:00,0,0,0,15.316
2019-01-03 21:00,2019-01-03 23:00,0,0,0,14.802
2019-01-03 22:00,2019-01-04 00:00,0,0,0,14.263
2019-01-03 23:00,2019-01-04 01:00,0,0,0,13.862
2019-01-04 00:00,2019-01-04 02:00,0,0,0,13.537
2019-01-04 01:00,2019-01-04 03:00,0,0,0,13.134
2019-01-04 02:00,2019-01-04 04:00,0,0,0,12.830
2019-01-04 03:00,2019-01-04 05:00,0.010,0,0.022,13.473
2019-01-04 04:00,2019-01-04 06:00,0.061,0.021,0.062,16.373
2019-01-04 05:00,2019-01-04 07:00,0.268,0.250,0.068,20.250
2019-01-04 06:00,2019-01-04 08:00,0.461,0.486,0.078,24.764
2019-01-04 07:00,2019-01-04 09:00,0.607,0.693,0.089,28.038
2019-01-04 08:00,2019-01-04 10:00,0.704,0.850,0.096,30.506
2019-01-04 09:00,2019-01-04 11:00,0.753,0.939,0.101,32.317
2019-01-04 10:00,2019-01-04 12:00,0.756,0.950,0.104,33.635
2019-01-04 11:00,2019-01-04 13:00,0.719,0.893,0.102,34.417
2019-01-04 12:00,2019-01-04 14:00,0.639,0.765,0.098,34.573
2019-01-04 13:00,2019-01-04 15:00,0.515,0.579,0.091,33.944
2019-01-04 14:00,2019-01-04 16:00,0.341,0.341,0.088,32.349
2019-01-04 15:00,2019-01-04 17:00,0.156,0.126,0.074,30.108
2019-01-04 16:00,2019-01-04 18:00,0.029,0,0.048,27.045
2019-01-04 17:00,2019-01-04 19:00,0,0,0.002,23.056
2019-01-04 18:00,2019-01-04 20:00,0,0,0,21.035
2019-01-04 19:00,2019-01-04 21:00,0,0,0,19.785
2019-01-04 20:00,2019-01-04 22:00,0,0,0,18.501
2019-01-04 21:00,2019-01-04 23:00,0,0,0,17.482
2019-01-04 22:00,2019-01-05 00:00,0,0,0,16.549
2019-01-04 23:00,2019-01-05 01:00,0,0,0,15.489
2019-01-05 00:00,2019-01-05 02:00,0,0,0,14.884
2019-01-05 01:00,2019-01-05 03:00,0,0,0,14.195
2019-01-05 02:00,2019-01-05 04:00,0,0,0,13.575
2019-01-05 03:00,2019-01-05 05:00,0.011,0,0.023,13.514
2019-01-05 04:00,2019-01-05 06:00,0.075,0.014,0.083,14.949
2019-01-05 05:00,2019-01-05 07:00,0.219,0.113,0.144,16.825
2019-01-05 06:00,2019-01-05 08:00,0.475,0.477,0.091,19.721
2019-01-05 07:00,2019-01-05 09:00,0.609,0.651,0.107,22.253
2019-01-05 08:00,2019-01-05 10:00,0.677,0.724,0.142,23.822
2019-01-05 09:00,2019-01-05 11:00,0.659,0.635,0.207,24.576
2019-01-05 10:00,2019-01-05 12:00,0.664,0.641,0.212,25.335
2019-01-05 11:00,2019-01-05 13:00,0.706,0.783,0.143,26.524
2019-01-05 12:00,2019-01-05 14:00,0.659,0.745,0.109,27.143
2019-01-05 13:00,2019-01-05 15:00,0.541,0.588,0.092,26.819
2019-01-05 14:00,2019-01-05 16:00,0.368,0.366,0.082,25.467
2019-01-05 15:00,2019-01-05 17:00,0.165,0.126,0.078,23.158
2019-01-05 16:00,2019-01-05 18:00,0.036,0,0.056,19.981
2019-01-05 17:00,2019-01-05 19:00,0,0,0.002,16.951
2019-01-05 18:00,2019-01-05 20:00,0,0,0,15.405
2019-01-05 19:00,2019-01-05 21:00,0,0,0,14.700
2019-01-05 20:00,2019-01-05 22:00,0,0,0,14.352
2019-01-05 21:00,2019-01-05 23:00,0,0,0,13.999
2019-01-05 22:00,2019-01-06 00:00,0,0,0,13.519
2019-01-05 23:00,2019-01-06 01:00,0,0,0,13.135
2019-01-06 00:00,2019-01-06 02:00,0,0,0,12.818
2019-01-06 01:00,2019-01-06 03:00,0,0,0,12.315
2019-01-06 02:00,2019-01-06 04:00,0,0,0,11.786
2019-01-06 03:00,2019-01-06 05:00,0.011,0,0.023,11.894
2019-01-06 04:00,2019-01-06 06:00,0.086,0.010,0.100,12.837
2019-01-06 05:00,2019-01-06 07:00,0.258,0.172,0.126,14.846
2019-01-06 06:00,2019-01-06 08:00,0.435,0.364,0.147,17.475
2019-01-06 07:00,2019-01-06 09:00,0.543,0.461,0.198,19.933
2019-01-06 08:00,2019-01-06 10:00,0.602,0.497,0.251,21.966
2019-01-06 09:00,2019-01-06 11:00,0.619,0.483,0.294,23.413
2019-01-06 10:00,2019-01-06 12:00,0.617,0.471,0.309,24.568
2019-01-06 11:00,2019-01-06 13:00,0.577,0.416,0.310,25.420
2019-01-06 12:00,2019-01-06 14:00,0.507,0.335,0.294,25.840
2019-01-06 13:00,2019-01-06 15:00,0.394,0.209,0.271,25.686
2019-01-06 14:00,2019-01-06 16:00,0.259,0.091,0.224,24.933
2019-01-06 15:00,2019-01-06 17:00,0.132,0.021,0.145,23.630
2019-01-06 16:00,2019-01-06 18:00,0.036,0,0.055,21.553
2019-01-06 17:00,2019-01-06 19:00,0,0,0.002,18.623
2019-01-06 18:00,2019-01-06 20:00,0,0,0,17.082
2019-01-06 19:00,2019-01-06 21:00,0,0,0,15.872
2019-01-06 20:00,2019-01-06 22:00,0,0,0,14.926
2019-01-06 21:00,2019-01-06 23:00,0,0,0,14.273
2019-01-06 22:00,2019-01-07 00:00,0,0,0,13.679
2019-01-06 23:00,2019-01-07 01:00,0,0,0,13.385
2019-01-07 00:00,2019-01-07 02:00,0,0,0,13.194
2019-01-07 01:00,2019-01-07 03:00,0,0,0,13.097
2019-01-07 02:00,2019-01-07 04:00,0,0,0,13.265
2019-01-07 03:00,2019-01-07 05:00,0.005,0,0.014,13.836
2019-01-07 04:00,2019-01-07 06:00,0.044,0,0.063,15.544
2019-01-07 05:00,2019-01-07 07:00,0.094,0.003,0.117,17.046
2019-01-07 06:00,2019-01-07 08:00,0.160,0.009,0.185,19.056
2019-01-07 07:00,2019-01-07 09:00,0.237,0.020,0.264,21.492
2019-01-07 08:00,2019-01-07 10:00,0.311,0.037,0.337,24.064
2019-01-07 09:00,2019-01-07 11:00,0.380,0.067,0.398,26.186
2019-01-07 10:00,2019-01-07 12:00,0.448,0.123,0.434,27.821
2019-01-07 11:00,2019-01-07 13:00,0.465,0.166,0.418,29.011
2019-01-07 12:00,2019-01-07 14:00,0.452,0.196,0.372,29.723
2019-01-07 13:00,2019-01-07 15:00,0.373,0.150,0.314,29.644
2019-01-07 14:00,2019-01-07 16:00,0.265,0.083,0.243,28.658
2019-01-07 15:00,2019-01-07 17:00,0.149,0.029,0.160,27.083
2019-01-07 16:00,2019-01-07 18:00,0.041,0,0.062,24.512
2019-01-07 17:00,2019-01-07 19:00,0,0,0.002,21.396
2019-01-07 18:00,2019-01-07 20:00,0,0,0,20.096
2019-01-07 19:00,2019-01-07 21:00,0,0,0,19.335
2019-01-07 20:00,2019-01-07 22:00,0,0,0,18.643
2019-01-07 21:00,2019-01-07 23:00,0,0,0,18.140
2019-01-07 22:00,2019-01-08 00:00,0,0,0,17.634
2019-01-07 23:00,2019-01-08 01:00,0,0,0,17.676
2019-01-08 00:00,2019-01-08 02:00,0,0,0,17.241
2019-01-08 01:00,2019-01-08 03:00,0,0,0,16.524
2019-01-08 02:00,2019-01-08 04:00,0,0,0,16.091
2019-01-08 03:00,2019-01-08 05:00,0.009,0,0.020,16.144
2019-01-08 04:00,2019-01-08 06:00,0.083,0.004,0.104,17.462
2019-01-08 05:00,2019-01-08 07:00,0.220,0.088,0.174,19.244
2019-01-08 06:00,2019-01-08 08:00,0.361,0.209,0.221,21.409
2019-01-08 07:00,2019-01-08 09:00,0.471,0.315,0.260,23.726
2019-01-08 08:00,2019-01-08 10:00,0.563,0.434,0.275,26.041
2019-01-08 09:00,2019-01-08 11:00,0.611,0.500,0.285,27.690
2019-01-08 10:00,2019-01-08 12:00,0.614,0.505,0.290,28.685
2019-01-08 11:00,2019-01-08 13:00,0.591,0.488,0.275,29.249
2019-01-08 12:00,2019-01-08 14:00,0.542,0.458,0.235,29.362
2019-01-08 13:00,2019-01-08 15:00,0.472,0.420,0.173,28.942
2019-01-08 14:00,2019-01-08 16:00,0.337,0.282,0.132,27.592
2019-01-08 15:00,2019-01-08 17:00,0.166,0.108,0.100,25.528
2019-01-08 16:00,2019-01-08 18:00,0.039,0,0.059,22.791
2019-01-08 17:00,2019-01-08 19:00,0,0,0.002,19.755
2019-01-08 18:00,2019-01-08 20:00,0,0,0,17.837
2019-01-08 19:00,2019-01-08 21:00,0,0,0,16.924
2019-01-08 20:00,2019-01-08 22:00,0,0,0,16.591
2019-01-08 21:00,2019-01-08 23:00,0,0,0,16.437
2019-01-08 22:00,2019-01-09 00:00,0,0,0,16.262
2019-01-08 23:00,2019-01-09 01:00,0,0,0,16.081
2019-01-09 00:00,2019-01-09 02:00,0,0,0,15.924
2019-01-09 01:00,2019-01-09 03:00,0,0,0,15.743
2019-01-09 02:00,2019-01-09 04:00,0,0,0,15.563
2019-01-09 03:00,2019-01-09 05:00,0.009,0,0.021,15.685
2019-01-09 04:00,2019-01-09 06:00,0.084,0.005,0.103,16.680
2019-01-09 05:00,2019-01-09 07:00,0.239,0.141,0.142,18.727
2019-01-09 06:00,2019-01-09 08:00,0.442,0.411,0.123,22.199
2019-01-09 07:00,2019-01-09 09:00,0.597,0.635,0.122,25.817
2019-01-09 08:00,2019-01-09 10:00,0.698,0.803,0.125,29.316
2019-01-09 09:00,2019-01-09 11:00,0.736,0.873,0.137,32.255
2019-01-09 10:00,2019-01-09 12:00,0.716,0.832,0.158,34.295
2019-01-09 11:00,2019-01-09 13:00,0.665,0.738,0.172,35.403
2019-01-09 12:00,2019-01-09 14:00,0.558,0.536,0.204,35.186
2019-01-09 13:00,2019-01-09 15:00,0.390,0.238,0.256,33.258
2019-01-09 14:00,2019-01-09 16:00,0.217,0.053,0.218,29.581
2019-01-09 15:00,2019-01-09 17:00,0.103,0.009,0.125,25.370
2019-01-09 16:00,2019-01-09 18:00,0.023,0,0.039,21.960
2019-01-09 17:00,2019-01-09 19:00,0,0,0.001,19.794
2019-01-09 18:00,2019-01-09 20:00,0,0,0,18.874
2019-01-09 19:00,2019-01-09 21:00,0,0,0,18.506
2019-01-09 20:00,2019-01-09 22:00,0,0,0,18.138
2019-01-09 21:00,2019-01-09 23:00,0,0,0,17.733
2019-01-09 22:00,2019-01-10 00:00,0,0,0,17.353
2019-01-09 23:00,2019-01-10 01:00,0,0,0,17.094
2019-01-10 00:00,2019-01-10 02:00,0,0,0,16.849
2019-01-10 01:00,2019-01-10 03:00,0,0,0,16.589
2019-01-10 02:00,2019-01-10 04:00,0,0,0,16.419
2019-01-10 03:00,2019-01-10 05:00,0.008,0,0.019,16.401
2019-01-10 04:00,2019-01-10 06:00,0.076,0.002,0.098,16.917
2019-01-10 05:00,2019-01-10 07:00,0.204,0.060,0.182,18.115
2019-01-10 06:00,2019-01-10 08:00,0.369,0.224,0.213,20.353
2019-01-10 07:00,2019-01-10 09:00,0.550,0.497,0.181,22.884
2019-01-10 08:00,2019-01-10 10:00,0.671,0.697,0.167,25.058
2019-01-10 09:00,2019-01-10 11:00,0.694,0.703,0.202,26.452
2019-01-10 10:00,2019-01-10 12:00,0.627,0.511,0.295,26.895
2019-01-10 11:00,2019-01-10 13:00,0.431,0.168,0.362,26.031
2019-01-10 12:00,2019-01-10 14:00,0.525,0.382,0.274,26.268
2019-01-10 13:00,2019-01-10 15:00,0.491,0.441,0.168,26.049
2019-01-10 14:00,2019-01-10 16:00,0.327,0.244,0.151,24.490
2019-01-10 15:00,2019-01-10 17:00,0.167,0.094,0.111,21.926
2019-01-10 16:00,2019-01-10 18:00,0.041,0,0.060,19.211
2019-01-10 17:00,2019-01-10 19:00,0,0,0.001,17.245
2019-01-10 18:00,2019-01-10 20:00,0,0,0,16.153
2019-01-10 19:00,2019-01-10 21:00,0,0,0,15.257
2019-01-10 20:00,2019-01-10 22:00,0,0,0,14.540
2019-01-10 21:00,2019-01-10 23:00,0,0,0,14.153
2019-01-10 22:00,2019-01-11 00:00,0,0,0,13.924
2019-01-10 23:00,2019-01-11 01:00,0,0,0,13.706
2019-01-11 00:00,2019-01-11 02:00,0,0,0,13.520
2019-01-11 01:00,2019-01-11 03:00,0,0,0,13.299
2019-01-11 02:00,2019-01-11 04:00,0,0,0,12.999
2019-01-11 03:00,2019-01-11 05:00,0.009,0,0.021,13.090
2019-01-11 04:00,2019-01-11 06:00,0.064,0.011,0.074,15.072
2019-01-11 05:00,2019-01-11 07:00,0.252,0.207,0.089,18.208
2019-01-11 06:00,2019-01-11 08:00,0.441,0.430,0.101,21.971
2019-01-11 07:00,2019-01-11 09:00,0.572,0.605,0.118,26.334
2019-01-11 08:00,2019-01-11 10:00,0.681,0.789,0.116,29.988
2019-01-11 09:00,2019-01-11 11:00,0.740,0.906,0.112,32.408
2019-01-11 10:00,2019-01-11 12:00,0.757,0.955,0.106,34.308
2019-01-11 11:00,2019-01-11 13:00,0.722,0.906,0.102,35.623
2019-01-11 12:00,2019-01-11 14:00,0.643,0.784,0.095,36.258
2019-01-11 13:00,2019-01-11 15:00,0.521,0.603,0.086,36.124
2019-01-11 14:00,2019-01-11 16:00,0.356,0.381,0.074,35.265
2019-01-11 15:00,2019-01-11 17:00,0.162,0.149,0.061,33.785
2019-01-11 16:00,2019-01-11 18:00,0.024,0,0.042,30.540
2019-01-11 17:00,2019-01-11 19:00,0,0,0.002,26.170
2019-01-11 18:00,2019-01-11 20:00,0,0,0,23.681
2019-01-11 19:00,2019-01-11 21:00,0,0,0,21.932
2019-01-11 20:00,2019-01-11 22:00,0,0,0,19.920
2019-01-11 21:00,2019-01-11 23:00,0,0,0,18.712
2019-01-11 22:00,2019-01-12 00:00,0,0,0,18.171
2019-01-11 23:00,2019-01-12 01:00,0,0,0,16.768
2019-01-12 00:00,2019-01-12 02:00,0,0,0,15.176
2019-01-12 01:00,2019-01-12 03:00,0,0,0,13.922
2019-01-12 02:00,2019-01-12 04:00,0,0,0,13.060
2019-01-12 03:00,2019-01-12 05:00,0.009,0,0.020,12.763
2019-01-12 04:00,2019-01-12 06:00,0.075,0.006,0.091,13.970
2019-01-12 05:00,2019-01-12 07:00,0.233,0.151,0.121,16.413
2019-01-12 06:00,2019-01-12 08:00,0.467,0.469,0.088,19.596
2019-01-12 07:00,2019-01-12 09:00,0.630,0.703,0.088,22.891
2019-01-12 08:00,2019-01-12 10:00,0.730,0.865,0.095,26.063
2019-01-12 09:00,2019-01-12 11:00,0.778,0.959,0.100,28.816
2019-01-12 10:00,2019-01-12 12:00,0.779,0.976,0.101,31.001
2019-01-12 11:00,2019-01-12 13:00,0.738,0.917,0.100,32.566
2019-01-12 12:00,2019-01-12 14:00,0.655,0.788,0.095,33.442
2019-01-12 13:00,2019-01-12 15:00,0.528,0.601,0.087,33.505
2019-01-12 14:00,2019-01-12 16:00,0.360,0.377,0.077,32.330
2019-01-12 15:00,2019-01-12 17:00,0.166,0.146,0.064,29.397
2019-01-12 16:00,2019-01-12 18:00,0.026,0,0.044,24.735
2019-01-12 17:00,2019-01-12 19:00,0,0,0.002,19.769
2019-01-12 18:00,2019-01-12 20:00,0,0,0,17.060
2019-01-12 19:00,2019-01-12 21:00,0,0,0,15.974
2019-01-12 20:00,2019-01-12 22:00,0,0,0,15.568
2019-01-12 21:00,2019-01-12 23:00,0,0,0,15.340
2019-01-12 22:00,2019-01-13 00:00,0,0,0,15.059
2019-01-12 23:00,2019-01-13 01:00,0,0,0,14.645
2019-01-13 00:00,2019-01-13 02:00,0,0,0,14.017
2019-01-13 01:00,2019-01-13 03:00,0,0,0,13.465
2019-01-13 02:00,2019-01-13 04:00,0,0,0,13.321
2019-01-13 03:00,2019-01-13 05:00,0.007,0,0.018,13.823
2019-01-13 04:00,2019-01-13 06:00,0.047,0.014,0.054,16.942
2019-01-13 05:00,2019-01-13 07:00,0.261,0.244,0.066,20.969
2019-01-13 06:00,2019-01-13 08:00,0.462,0.485,0.078,23.718
2019-01-13 07:00,2019-01-13 09:00,0.617,0.698,0.087,25.836
2019-01-13 08:00,2019-01-13 10:00,0.719,0.860,0.094,27.916
2019-01-13 09:00,2019-01-13 11:00,0.771,0.955,0.098,29.852
2019-01-13 10:00,2019-01-13 12:00,0.776,0.974,0.100,31.428
2019-01-13 11:00,2019-01-13 13:00,0.738,0.917,0.098,32.437
2019-01-13 12:00,2019-01-13 14:00,0.657,0.789,0.093,32.741
2019-01-13 13:00,2019-01-13 15:00,0.531,0.603,0.085,32.238
2019-01-13 14:00,2019-01-13 16:00,0.362,0.377,0.075,30.642
2019-01-13 15:00,2019-01-13 17:00,0.166,0.145,0.064,27.652
2019-01-13 16:00,2019-01-13 18:00,0.026,0,0.044,23.202
2019-01-13 17:00,2019-01-13 19:00,0,0,0.001,19.061
2019-01-13 18:00,2019-01-13 20:00,0,0,0,17.122
2019-01-13 19:00,2019-01-13 21:00,0,0,0,16.212
2019-01-13 20:00,2019-01-13 22:00,0,0,0,15.587
2019-01-13 21:00,2019-01-13 23:00,0,0,0,14.958
2019-01-13 22:00,2019-01-14 00:00,0,0,0,14.373
2019-01-13 23:00,2019-01-14 01:00,0,0,0,13.920
2019-01-14 00:00,2019-01-14 02:00,0,0,0,13.551
2019-01-14 01:00,2019-01-14 03:00,0,0,0,13.271
2019-01-14 02:00,2019-01-14 04:00,0,0,0,13.058
2019-01-14 03:00,2019-01-14 05:00,0.008,0,0.019,13.146
2019-01-14 04:00,2019-01-14 06:00,0.071,0.006,0.088,14.776
2019-01-14 05:00,2019-01-14 07:00,0.256,0.213,0.088,17.960
2019-01-14 06:00,2019-01-14 08:00,0.444,0.434,0.099,21.504
2019-01-14 07:00,2019-01-14 09:00,0.607,0.671,0.099,25.642
2019-01-14 08:00,2019-01-14 10:00,0.704,0.838,0.104,30
2019-01-14 09:00,2019-01-14 11:00,0.752,0.935,0.107,32.872
2019-01-14 10:00,2019-01-14 12:00,0.756,0.951,0.109,34.462
2019-01-14 11:00,2019-01-14 13:00,0.717,0.886,0.110,35.044
2019-01-14 12:00,2019-01-14 14:00,0.637,0.753,0.106,34.531
2019-01-14 13:00,2019-01-14 15:00,0.519,0.575,0.097,32.743
2019-01-14 14:00,2019-01-14 16:00,0.359,0.361,0.085,29.465
2019-01-14 15:00,2019-01-14 17:00,0.168,0.136,0.073,25.261
2019-01-14 16:00,2019-01-14 18:00,0.030,0,0.049,21.458
2019-01-14 17:00,2019-01-14 19:00,0,0,0.001,19.125
2019-01-14 18:00,2019-01-14 20:00,0,0,0,18.208
2019-01-14 19:00,2019-01-14 21:00,0,0,0,17.551
2019-01-14 20:00,2019-01-14 22:00,0,0,0,16.948
2019-01-14 21:00,2019-01-14 23:00,0,0,0,16.502
2019-01-14 22:00,2019-01-15 00:00,0,0,0,16.172
2019-01-14 23:00,2019-01-15 01:00,0,0,0,15.844
2019-01-15 00:00,2019-01-15 02:00,0,0,0,15.575
2019-01-15 01:00,2019-01-15 03:00,0,0,0,15.373
2019-01-15 02:00,2019-01-15 04:00,0,0,0,15.205
2019-01-15 03:00,2019-01-15 05:00,0.008,0,0.020,15.282
2019-01-15 04:00,2019-01-15 06:00,0.074,0.005,0.093,16.592
2019-01-15 05:00,2019-01-15 07:00,0.241,0.170,0.115,19.156
2019-01-15 06:00,2019-01-15 08:00,0.452,0.446,0.100,22.570
2019-01-15 07:00,2019-01-15 09:00,0.608,0.667,0.105,25.534
2019-01-15 08:00,2019-01-15 10:00,0.707,0.820,0.113,27.811
2019-01-15 09:00,2019-01-15 11:00,0.753,0.898,0.122,29.429
2019-01-15 10:00,2019-01-15 12:00,0.762,0.919,0.124,30.508
2019-01-15 11:00,2019-01-15 13:00,0.706,0.811,0.139,30.711
2019-01-15 12:00,2019-01-15 14:00,0.589,0.596,0.167,29.854
2019-01-15 13:00,2019-01-15 15:00,0.457,0.399,0.171,28.029
2019-01-15 14:00,2019-01-15 16:00,0.337,0.280,0.130,25.566
2019-01-15 15:00,2019-01-15 17:00,0.157,0.076,0.117,22.618
2019-01-15 16:00,2019-01-15 18:00,0.036,0,0.055,19.823
2019-01-15 17:00,2019-01-15 19:00,0,0,0.001,17.649
2019-01-15 18:00,2019-01-15 20:00,0,0,0,16.621
2019-01-15 19:00,2019-01-15 21:00,0,0,0,16.118
2019-01-15 20:00,2019-01-15 22:00,0,0,0,15.779
2019-01-15 21:00,2019-01-15 23:00,0,0,0,15.512
2019-01-15 22:00,2019-01-16 00:00,0,0,0,15.286
2019-01-15 23:00,2019-01-16 01:00,0,0,0,15.099
2019-01-16 00:00,2019-01-16 02:00,0,0,0,14.959
2019-01-16 01:00,2019-01-16 03:00,0,0,0,14.881
2019-01-16 02:00,2019-01-16 04:00,0,0,0,14.830
2019-01-16 03:00,2019-01-16 05:00,0.007,0,0.018,14.931
2019-01-16 04:00,2019-01-16 06:00,0.076,0.003,0.097,15.965
2019-01-16 05:00,2019-01-16 07:00,0.241,0.156,0.128,18.089
2019-01-16 06:00,2019-01-16 08:00,0.439,0.403,0.123,21.190
2019-01-16 07:00,2019-01-16 09:00,0.563,0.549,0.150,23.795
2019-01-16 08:00,2019-01-16 10:00,0.664,0.698,0.159,25.953
2019-01-16 09:00,2019-01-16 11:00,0.720,0.790,0.164,27.570
2019-01-16 10:00,2019-01-16 12:00,0.693,0.719,0.196,28.300
2019-01-16 11:00,2019-01-16 13:00,0.647,0.637,0.207,28.346
2019-01-16 12:00,2019-01-16 14:00,0.574,0.530,0.201,27.759
2019-01-16 13:00,2019-01-16 15:00,0.451,0.364,0.193,26.397
2019-01-16 14:00,2019-01-16 16:00,0.321,0.232,0.156,24.686
2019-01-16 15:00,2019-01-16 17:00,0.159,0.076,0.120,22.858
2019-01-16 16:00,2019-01-16 18:00,0.037,0,0.056,20.776
2019-01-16 17:00,2019-01-16 19:00,0,0,0.001,18.592
2019-01-16 18:00,2019-01-16 20:00,0,0,0,17.371
2019-01-16 19:00,2019-01-16 21:00,0,0,0,16.773
2019-01-16 20:00,2019-01-16 22:00,0,0,0,16.436
2019-01-16 21:00,2019-01-16 23:00,0,0,0,16.224
2019-01-16 22:00,2019-01-17 00:00,0,0,0,16.078
