# Renewables.ninja Solar photovoltaic power (PV) (Point API) - -32.580, 26.559 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Africa/Johannesburg, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Africa/Johannesburg", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": true, "header": true, "lat": "-32.58044469633279", "lon": "26.559067500974685", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2019-05-25 20:00,2019-05-25 22:00,0,0,0,13.374
2019-05-25 21:00,2019-05-25 23:00,0,0,0,12.495
2019-05-25 22:00,2019-05-26 00:00,0,0,0,12.114
2019-05-25 23:00,2019-05-26 01:00,0,0,0,11.922
2019-05-26 00:00,2019-05-26 02:00,0,0,0,11.865
2019-05-26 01:00,2019-05-26 03:00,0,0,0,11.974
2019-05-26 02:00,2019-05-26 04:00,0,0,0,12.204
2019-05-26 03:00,2019-05-26 05:00,0,0,0,12.303
2019-05-26 04:00,2019-05-26 06:00,0,0,0,12.096
2019-05-26 05:00,2019-05-26 07:00,0.068,0.066,0.023,12.739
2019-05-26 06:00,2019-05-26 08:00,0.312,0.300,0.064,17.117
2019-05-26 07:00,2019-05-26 09:00,0.516,0.550,0.073,20.240
2019-05-26 08:00,2019-05-26 10:00,0.620,0.693,0.086,23.540
2019-05-26 09:00,2019-05-26 11:00,0.635,0.700,0.109,25.166
2019-05-26 10:00,2019-05-26 12:00,0.578,0.585,0.142,25.388
2019-05-26 11:00,2019-05-26 13:00,0.435,0.354,0.179,25.115
2019-05-26 12:00,2019-05-26 14:00,0.298,0.191,0.168,24.562
2019-05-26 13:00,2019-05-26 15:00,0.213,0.137,0.121,23.573
2019-05-26 14:00,2019-05-26 16:00,0.102,0.072,0.058,20.960
2019-05-26 15:00,2019-05-26 17:00,0,0.002,0.003,18.024
2019-05-26 16:00,2019-05-26 18:00,0,0,0,16.377
2019-05-26 17:00,2019-05-26 19:00,0,0,0,15.300
2019-05-26 18:00,2019-05-26 20:00,0,0,0,14.683
2019-05-26 19:00,2019-05-26 21:00,0,0,0,14.365
2019-05-26 20:00,2019-05-26 22:00,0,0,0,14.224
2019-05-26 21:00,2019-05-26 23:00,0,0,0,13.906
2019-05-26 22:00,2019-05-27 00:00,0,0,0,13.454
2019-05-26 23:00,2019-05-27 01:00,0,0,0,13.079
2019-05-27 00:00,2019-05-27 02:00,0,0,0,12.791
2019-05-27 01:00,2019-05-27 03:00,0,0,0,12.529
2019-05-27 02:00,2019-05-27 04:00,0,0,0,12.408
2019-05-27 03:00,2019-05-27 05:00,0,0,0,12.121
2019-05-27 04:00,2019-05-27 06:00,0,0,0,11.559
2019-05-27 05:00,2019-05-27 07:00,0.025,0.018,0.023,11.757
2019-05-27 06:00,2019-05-27 08:00,0.190,0.123,0.099,13.957
2019-05-27 07:00,2019-05-27 09:00,0.362,0.279,0.142,16.422
2019-05-27 08:00,2019-05-27 10:00,0.477,0.401,0.167,18.633
2019-05-27 09:00,2019-05-27 11:00,0.495,0.393,0.201,19.786
2019-05-27 10:00,2019-05-27 12:00,0.359,0.184,0.241,19.828
2019-05-27 11:00,2019-05-27 13:00,0.208,0.050,0.197,19.043
2019-05-27 12:00,2019-05-27 14:00,0.141,0.026,0.147,18.070
2019-05-27 13:00,2019-05-27 15:00,0.094,0.018,0.102,16.929
2019-05-27 14:00,2019-05-27 16:00,0.022,0.004,0.033,15.195
2019-05-27 15:00,2019-05-27 17:00,0,0,0.001,13.476
2019-05-27 16:00,2019-05-27 18:00,0,0,0,12.816
2019-05-27 17:00,2019-05-27 19:00,0,0,0,12.459
2019-05-27 18:00,2019-05-27 20:00,0,0,0,12.166
2019-05-27 19:00,2019-05-27 21:00,0,0,0,12.003
2019-05-27 20:00,2019-05-27 22:00,0,0,0,11.896
2019-05-27 21:00,2019-05-27 23:00,0,0,0,11.888
2019-05-27 22:00,2019-05-28 00:00,0,0,0,11.766
2019-05-27 23:00,2019-05-28 01:00,0,0,0,11.621
2019-05-28 00:00,2019-05-28 02:00,0,0,0,11.411
2019-05-28 01:00,2019-05-28 03:00,0,0,0,11.167
2019-05-28 02:00,2019-05-28 04:00,0,0,0,10.882
2019-05-28 03:00,2019-05-28 05:00,0,0,0,10.538
2019-05-28 04:00,2019-05-28 06:00,0,0,0,10.250
2019-05-28 05:00,2019-05-28 07:00,0.002,0.001,0.008,10.037
2019-05-28 06:00,2019-05-28 08:00,0.036,0.004,0.049,10.178
2019-05-28 07:00,2019-05-28 09:00,0.091,0.010,0.103,10.483
2019-05-28 08:00,2019-05-28 10:00,0.199,0.042,0.188,11.225
2019-05-28 09:00,2019-05-28 11:00,0.319,0.121,0.242,12.206
2019-05-28 10:00,2019-05-28 12:00,0.434,0.254,0.245,13.132
2019-05-28 11:00,2019-05-28 13:00,0.364,0.185,0.231,13.409
2019-05-28 12:00,2019-05-28 14:00,0.248,0.093,0.192,12.999
2019-05-28 13:00,2019-05-28 15:00,0.121,0.029,0.118,12.070
2019-05-28 14:00,2019-05-28 16:00,0.019,0.003,0.031,10.930
2019-05-28 15:00,2019-05-28 17:00,0,0,0.001,10.015
2019-05-28 16:00,2019-05-28 18:00,0,0,0,9.652
2019-05-28 17:00,2019-05-28 19:00,0,0,0,9.469
2019-05-28 18:00,2019-05-28 20:00,0,0,0,9.340
2019-05-28 19:00,2019-05-28 21:00,0,0,0,9.237
2019-05-28 20:00,2019-05-28 22:00,0,0,0,9.121
2019-05-28 21:00,2019-05-28 23:00,0,0,0,9.062
2019-05-28 22:00,2019-05-29 00:00,0,0,0,8.965
2019-05-28 23:00,2019-05-29 01:00,0,0,0,8.849
2019-05-29 00:00,2019-05-29 02:00,0,0,0,8.697
2019-05-29 01:00,2019-05-29 03:00,0,0,0,8.522
2019-05-29 02:00,2019-05-29 04:00,0,0,0,8.337
2019-05-29 03:00,2019-05-29 05:00,0,0,0,8.165
2019-05-29 04:00,2019-05-29 06:00,0,0,0,8.050
2019-05-29 05:00,2019-05-29 07:00,0.010,0.006,0.016,8.320
2019-05-29 06:00,2019-05-29 08:00,0.101,0.040,0.083,9.441
2019-05-29 07:00,2019-05-29 09:00,0.300,0.198,0.142,10.938
2019-05-29 08:00,2019-05-29 10:00,0.494,0.427,0.144,12.579
2019-05-29 09:00,2019-05-29 11:00,0.592,0.566,0.136,14.088
2019-05-29 10:00,2019-05-29 12:00,0.707,0.771,0.097,15.560
2019-05-29 11:00,2019-05-29 13:00,0.709,0.798,0.077,16.553
2019-05-29 12:00,2019-05-29 14:00,0.613,0.672,0.069,16.880
2019-05-29 13:00,2019-05-29 15:00,0.453,0.471,0.061,16.508
2019-05-29 14:00,2019-05-29 16:00,0.221,0.215,0.043,14.644
2019-05-29 15:00,2019-05-29 17:00,0,0.003,0.002,10.602
2019-05-29 16:00,2019-05-29 18:00,0,0,0,9.414
2019-05-29 17:00,2019-05-29 19:00,0,0,0,8.816
2019-05-29 18:00,2019-05-29 20:00,0,0,0,8.745
2019-05-29 19:00,2019-05-29 21:00,0,0,0,8.577
2019-05-29 20:00,2019-05-29 22:00,0,0,0,8.490
2019-05-29 21:00,2019-05-29 23:00,0,0,0,8.237
2019-05-29 22:00,2019-05-30 00:00,0,0,0,8.306
2019-05-29 23:00,2019-05-30 01:00,0,0,0,8.743
2019-05-30 00:00,2019-05-30 02:00,0,0,0,9.104
2019-05-30 01:00,2019-05-30 03:00,0,0,0,9.401
2019-05-30 02:00,2019-05-30 04:00,0,0,0,9.777
2019-05-30 03:00,2019-05-30 05:00,0,0,0,10.111
2019-05-30 04:00,2019-05-30 06:00,0,0,0,10.359
2019-05-30 05:00,2019-05-30 07:00,0.040,0.037,0.021,10.736
2019-05-30 06:00,2019-05-30 08:00,0.282,0.256,0.067,13.043
2019-05-30 07:00,2019-05-30 09:00,0.530,0.562,0.066,16.416
2019-05-30 08:00,2019-05-30 10:00,0.648,0.734,0.071,20.348
2019-05-30 09:00,2019-05-30 11:00,0.705,0.829,0.075,22.865
2019-05-30 10:00,2019-05-30 12:00,0.713,0.846,0.076,24.037
2019-05-30 11:00,2019-05-30 13:00,0.671,0.785,0.075,24.485
2019-05-30 12:00,2019-05-30 14:00,0.571,0.640,0.072,24.317
2019-05-30 13:00,2019-05-30 15:00,0.380,0.383,0.075,23.223
2019-05-30 14:00,2019-05-30 16:00,0.122,0.101,0.052,19.748
2019-05-30 15:00,2019-05-30 17:00,0,0.001,0.002,17.344
2019-05-30 16:00,2019-05-30 18:00,0,0,0,16.445
2019-05-30 17:00,2019-05-30 19:00,0,0,0,15.639
2019-05-30 18:00,2019-05-30 20:00,0,0,0,14.903
2019-05-30 19:00,2019-05-30 21:00,0,0,0,14.396
2019-05-30 20:00,2019-05-30 22:00,0,0,0,14.038
2019-05-30 21:00,2019-05-30 23:00,0,0,0,13.782
2019-05-30 22:00,2019-05-31 00:00,0,0,0,13.445
2019-05-30 23:00,2019-05-31 01:00,0,0,0,13.119
2019-05-31 00:00,2019-05-31 02:00,0,0,0,13.014
2019-05-31 01:00,2019-05-31 03:00,0,0,0,12.931
2019-05-31 02:00,2019-05-31 04:00,0,0,0,12.526
2019-05-31 03:00,2019-05-31 05:00,0,0,0,12.131
2019-05-31 04:00,2019-05-31 06:00,0,0,0,11.770
2019-05-31 05:00,2019-05-31 07:00,0.012,0.007,0.017,11.858
2019-05-31 06:00,2019-05-31 08:00,0.110,0.046,0.090,13.871
2019-05-31 07:00,2019-05-31 09:00,0.236,0.121,0.154,15.769
2019-05-31 08:00,2019-05-31 10:00,0.341,0.208,0.192,18.550
2019-05-31 09:00,2019-05-31 11:00,0.463,0.362,0.193,20.712
2019-05-31 10:00,2019-05-31 12:00,0.556,0.517,0.165,21.652
2019-05-31 11:00,2019-05-31 13:00,0.504,0.451,0.162,21.962
2019-05-31 12:00,2019-05-31 14:00,0.377,0.294,0.156,21.687
2019-05-31 13:00,2019-05-31 15:00,0.238,0.164,0.120,20.738
2019-05-31 14:00,2019-05-31 16:00,0.083,0.052,0.056,18.084
2019-05-31 15:00,2019-05-31 17:00,0,0.001,0.002,14.717
2019-05-31 16:00,2019-05-31 18:00,0,0,0,13.380
2019-05-31 17:00,2019-05-31 19:00,0,0,0,12.623
2019-05-31 18:00,2019-05-31 20:00,0,0,0,12.100
2019-05-31 19:00,2019-05-31 21:00,0,0,0,11.599
2019-05-31 20:00,2019-05-31 22:00,0,0,0,11.083
2019-05-31 21:00,2019-05-31 23:00,0,0,0,10.691
2019-05-31 22:00,2019-06-01 00:00,0,0,0,10.393
2019-05-31 23:00,2019-06-01 01:00,0,0,0,10.273
2019-06-01 00:00,2019-06-01 02:00,0,0,0,10.114
2019-06-01 01:00,2019-06-01 03:00,0,0,0,9.841
2019-06-01 02:00,2019-06-01 04:00,0,0,0,9.491
2019-06-01 03:00,2019-06-01 05:00,0,0,0,9.113
2019-06-01 04:00,2019-06-01 06:00,0,0,0,8.802
2019-06-01 05:00,2019-06-01 07:00,0.040,0.037,0.021,9.150
2019-06-01 06:00,2019-06-01 08:00,0.243,0.201,0.077,12.127
2019-06-01 07:00,2019-06-01 09:00,0.433,0.402,0.100,14.773
2019-06-01 08:00,2019-06-01 10:00,0.549,0.545,0.113,17.645
2019-06-01 09:00,2019-06-01 11:00,0.636,0.673,0.112,19.631
2019-06-01 10:00,2019-06-01 12:00,0.609,0.627,0.125,20.839
2019-06-01 11:00,2019-06-01 13:00,0.571,0.580,0.122,21.427
2019-06-01 12:00,2019-06-01 14:00,0.459,0.435,0.118,21.363
2019-06-01 13:00,2019-06-01 15:00,0.309,0.268,0.098,20.710
2019-06-01 14:00,2019-06-01 16:00,0.124,0.101,0.053,18.383
2019-06-01 15:00,2019-06-01 17:00,0,0.001,0.002,15.798
2019-06-01 16:00,2019-06-01 18:00,0,0,0,14.467
2019-06-01 17:00,2019-06-01 19:00,0,0,0,13.110
2019-06-01 18:00,2019-06-01 20:00,0,0,0,11.912
2019-06-01 19:00,2019-06-01 21:00,0,0,0,11.031
2019-06-01 20:00,2019-06-01 22:00,0,0,0,10.372
2019-06-01 21:00,2019-06-01 23:00,0,0,0,9.906
2019-06-01 22:00,2019-06-02 00:00,0,0,0,9.548
2019-06-01 23:00,2019-06-02 01:00,0,0,0,9.280
2019-06-02 00:00,2019-06-02 02:00,0,0,0,9.050
2019-06-02 01:00,2019-06-02 03:00,0,0,0,8.878
2019-06-02 02:00,2019-06-02 04:00,0,0,0,8.690
2019-06-02 03:00,2019-06-02 05:00,0,0,0,8.284
2019-06-02 04:00,2019-06-02 06:00,0,0,0,7.737
2019-06-02 05:00,2019-06-02 07:00,0.050,0.046,0.022,8.071
2019-06-02 06:00,2019-06-02 08:00,0.153,0.088,0.092,11.353
2019-06-02 07:00,2019-06-02 09:00,0.167,0.059,0.137,13.047
2019-06-02 08:00,2019-06-02 10:00,0.378,0.257,0.182,15.651
2019-06-02 09:00,2019-06-02 11:00,0.660,0.697,0.116,18.276
2019-06-02 10:00,2019-06-02 12:00,0.644,0.670,0.126,19.439
2019-06-02 11:00,2019-06-02 13:00,0.441,0.343,0.181,19.404
2019-06-02 12:00,2019-06-02 14:00,0.282,0.159,0.173,18.811
2019-06-02 13:00,2019-06-02 15:00,0.166,0.079,0.120,17.588
2019-06-02 14:00,2019-06-02 16:00,0.073,0.042,0.054,15.208
2019-06-02 15:00,2019-06-02 17:00,0,0.001,0.001,12.038
2019-06-02 16:00,2019-06-02 18:00,0,0,0,10.251
2019-06-02 17:00,2019-06-02 19:00,0,0,0,9.534
2019-06-02 18:00,2019-06-02 20:00,0,0,0,10.293
2019-06-02 19:00,2019-06-02 21:00,0,0,0,10.429
2019-06-02 20:00,2019-06-02 22:00,0,0,0,10.157
2019-06-02 21:00,2019-06-02 23:00,0,0,0,9.716
2019-06-02 22:00,2019-06-03 00:00,0,0,0,9.216
2019-06-02 23:00,2019-06-03 01:00,0,0,0,8.924
2019-06-03 00:00,2019-06-03 02:00,0,0,0,8.400
2019-06-03 01:00,2019-06-03 03:00,0,0,0,7.940
2019-06-03 02:00,2019-06-03 04:00,0,0,0,7.297
2019-06-03 03:00,2019-06-03 05:00,0,0,0,6.975
2019-06-03 04:00,2019-06-03 06:00,0,0,0,7.336
2019-06-03 05:00,2019-06-03 07:00,0.077,0.081,0.017,8.381
2019-06-03 06:00,2019-06-03 08:00,0.350,0.348,0.049,11.610
2019-06-03 07:00,2019-06-03 09:00,0.538,0.575,0.060,15.018
2019-06-03 08:00,2019-06-03 10:00,0.651,0.736,0.067,19.121
2019-06-03 09:00,2019-06-03 11:00,0.708,0.826,0.072,21.056
2019-06-03 10:00,2019-06-03 12:00,0.707,0.826,0.076,21.967
2019-06-03 11:00,2019-06-03 13:00,0.657,0.752,0.077,22.386
2019-06-03 12:00,2019-06-03 14:00,0.565,0.626,0.071,22.348
2019-06-03 13:00,2019-06-03 15:00,0.420,0.444,0.060,21.565
2019-06-03 14:00,2019-06-03 16:00,0.194,0.191,0.041,18.234
2019-06-03 15:00,2019-06-03 17:00,0,0.002,0.002,16.130
2019-06-03 16:00,2019-06-03 18:00,0,0,0,15.895
2019-06-03 17:00,2019-06-03 19:00,0,0,0,15.135
2019-06-03 18:00,2019-06-03 20:00,0,0,0,13.529
2019-06-03 19:00,2019-06-03 21:00,0,0,0,12.379
2019-06-03 20:00,2019-06-03 22:00,0,0,0,11.418
2019-06-03 21:00,2019-06-03 23:00,0,0,0,10.609
2019-06-03 22:00,2019-06-04 00:00,0,0,0,10.419
2019-06-03 23:00,2019-06-04 01:00,0,0,0,10.616
2019-06-04 00:00,2019-06-04 02:00,0,0,0,10.863
2019-06-04 01:00,2019-06-04 03:00,0,0,0,10.798
2019-06-04 02:00,2019-06-04 04:00,0,0,0,10.872
2019-06-04 03:00,2019-06-04 05:00,0,0,0,11.310
2019-06-04 04:00,2019-06-04 06:00,0,0,0,11.576
2019-06-04 05:00,2019-06-04 07:00,0.010,0.006,0.016,11.730
2019-06-04 06:00,2019-06-04 08:00,0.076,0.023,0.075,12.859
2019-06-04 07:00,2019-06-04 09:00,0.175,0.064,0.143,14.649
2019-06-04 08:00,2019-06-04 10:00,0.323,0.184,0.193,17.395
2019-06-04 09:00,2019-06-04 11:00,0.419,0.291,0.207,19.786
2019-06-04 10:00,2019-06-04 12:00,0.376,0.238,0.209,20.861
2019-06-04 11:00,2019-06-04 13:00,0.591,0.608,0.124,22.162
2019-06-04 12:00,2019-06-04 14:00,0.548,0.584,0.091,22.700
2019-06-04 13:00,2019-06-04 15:00,0.369,0.358,0.083,22.135
2019-06-04 14:00,2019-06-04 16:00,0.153,0.134,0.051,18.419
2019-06-04 15:00,2019-06-04 17:00,0,0,0.001,15.310
2019-06-04 16:00,2019-06-04 18:00,0,0,0,14.678
2019-06-04 17:00,2019-06-04 19:00,0,0,0,14.055
2019-06-04 18:00,2019-06-04 20:00,0,0,0,13.210
2019-06-04 19:00,2019-06-04 21:00,0,0,0,12.852
2019-06-04 20:00,2019-06-04 22:00,0,0,0,12.823
2019-06-04 21:00,2019-06-04 23:00,0,0,0,12.601
2019-06-04 22:00,2019-06-05 00:00,0,0,0,12.252
2019-06-04 23:00,2019-06-05 01:00,0,0,0,11.681
2019-06-05 00:00,2019-06-05 02:00,0,0,0,11.162
2019-06-05 01:00,2019-06-05 03:00,0,0,0,10.677
2019-06-05 02:00,2019-06-05 04:00,0,0,0,10.494
2019-06-05 03:00,2019-06-05 05:00,0,0,0,10.188
2019-06-05 04:00,2019-06-05 06:00,0,0,0,9.910
2019-06-05 05:00,2019-06-05 07:00,0.073,0.077,0.017,9.980
2019-06-05 06:00,2019-06-05 08:00,0.362,0.364,0.047,11.503
2019-06-05 07:00,2019-06-05 09:00,0.565,0.606,0.055,12.905
2019-06-05 08:00,2019-06-05 10:00,0.691,0.774,0.062,13.885
2019-06-05 09:00,2019-06-05 11:00,0.751,0.857,0.070,14.514
2019-06-05 10:00,2019-06-05 12:00,0.632,0.646,0.113,14.725
2019-06-05 11:00,2019-06-05 13:00,0.569,0.555,0.119,14.889
2019-06-05 12:00,2019-06-05 14:00,0.520,0.512,0.099,14.994
2019-06-05 13:00,2019-06-05 15:00,0.254,0.193,0.101,14.410
2019-06-05 14:00,2019-06-05 16:00,0.166,0.149,0.047,13.011
2019-06-05 15:00,2019-06-05 17:00,0,0.001,0.001,10.226
2019-06-05 16:00,2019-06-05 18:00,0,0,0,8.627
2019-06-05 17:00,2019-06-05 19:00,0,0,0,7.441
2019-06-05 18:00,2019-06-05 20:00,0,0,0,6.435
2019-06-05 19:00,2019-06-05 21:00,0,0,0,5.880
2019-06-05 20:00,2019-06-05 22:00,0,0,0,6.546
2019-06-05 21:00,2019-06-05 23:00,0,0,0,6.362
2019-06-05 22:00,2019-06-06 00:00,0,0,0,6.671
2019-06-05 23:00,2019-06-06 01:00,0,0,0,6.836
2019-06-06 00:00,2019-06-06 02:00,0,0,0,6.898
2019-06-06 01:00,2019-06-06 03:00,0,0,0,6.851
2019-06-06 02:00,2019-06-06 04:00,0,0,0,6.237
2019-06-06 03:00,2019-06-06 05:00,0,0,0,5.825
2019-06-06 04:00,2019-06-06 06:00,0,0,0,5.928
2019-06-06 05:00,2019-06-06 07:00,0.006,0.003,0.012,6.073
2019-06-06 06:00,2019-06-06 08:00,0.046,0.008,0.055,6.577
2019-06-06 07:00,2019-06-06 09:00,0.117,0.025,0.114,7.085
2019-06-06 08:00,2019-06-06 10:00,0.412,0.283,0.179,8.194
2019-06-06 09:00,2019-06-06 11:00,0.608,0.563,0.142,9.395
2019-06-06 10:00,2019-06-06 12:00,0.626,0.593,0.138,10.109
2019-06-06 11:00,2019-06-06 13:00,0.586,0.548,0.132,10.183
2019-06-06 12:00,2019-06-06 14:00,0.504,0.461,0.114,9.937
2019-06-06 13:00,2019-06-06 15:00,0.367,0.324,0.088,9.380
2019-06-06 14:00,2019-06-06 16:00,0.167,0.144,0.048,8.267
2019-06-06 15:00,2019-06-06 17:00,0,0.001,0.001,5.346
2019-06-06 16:00,2019-06-06 18:00,0,0,0,3.689
2019-06-06 17:00,2019-06-06 19:00,0,0,0,2.823
2019-06-06 18:00,2019-06-06 20:00,0,0,0,2.439
2019-06-06 19:00,2019-06-06 21:00,0,0,0,1.797
2019-06-06 20:00,2019-06-06 22:00,0,0,0,2.058
2019-06-06 21:00,2019-06-06 23:00,0,0,0,1.515
2019-06-06 22:00,2019-06-07 00:00,0,0,0,1.479
2019-06-06 23:00,2019-06-07 01:00,0,0,0,1.669
2019-06-07 00:00,2019-06-07 02:00,0,0,0,1.833
2019-06-07 01:00,2019-06-07 03:00,0,0,0,1.952
2019-06-07 02:00,2019-06-07 04:00,0,0,0,2.158
2019-06-07 03:00,2019-06-07 05:00,0,0,0,2.281
2019-06-07 04:00,2019-06-07 06:00,0,0,0,1.723
2019-06-07 05:00,2019-06-07 07:00,0.100,0.106,0.013,1.900
2019-06-07 06:00,2019-06-07 08:00,0.404,0.408,0.037,5.149
2019-06-07 07:00,2019-06-07 09:00,0.597,0.642,0.046,8.873
2019-06-07 08:00,2019-06-07 10:00,0.710,0.804,0.053,12.635
2019-06-07 09:00,2019-06-07 11:00,0.746,0.861,0.062,15.188
2019-06-07 10:00,2019-06-07 12:00,0.767,0.906,0.059,17.021
2019-06-07 11:00,2019-06-07 13:00,0.725,0.852,0.057,18.224
2019-06-07 12:00,2019-06-07 14:00,0.627,0.716,0.052,18.697
2019-06-07 13:00,2019-06-07 15:00,0.468,0.509,0.045,18.130
2019-06-07 14:00,2019-06-07 16:00,0.236,0.241,0.033,14.571
2019-06-07 15:00,2019-06-07 17:00,0,0.001,0.001,10.522
2019-06-07 16:00,2019-06-07 18:00,0,0,0,9.540
2019-06-07 17:00,2019-06-07 19:00,0,0,0,9.004
2019-06-07 18:00,2019-06-07 20:00,0,0,0,9.099
2019-06-07 19:00,2019-06-07 21:00,0,0,0,8.756
2019-06-07 20:00,2019-06-07 22:00,0,0,0,8.265
2019-06-07 21:00,2019-06-07 23:00,0,0,0,7.822
2019-06-07 22:00,2019-06-08 00:00,0,0,0,7.746
2019-06-07 23:00,2019-06-08 01:00,0,0,0,7.578
2019-06-08 00:00,2019-06-08 02:00,0,0,0,7.226
2019-06-08 01:00,2019-06-08 03:00,0,0,0,7.746
2019-06-08 02:00,2019-06-08 04:00,0,0,0,8.011
2019-06-08 03:00,2019-06-08 05:00,0,0,0,7.710
2019-06-08 04:00,2019-06-08 06:00,0,0,0,7.426
2019-06-08 05:00,2019-06-08 07:00,0.005,0.003,0.012,7.312
2019-06-08 06:00,2019-06-08 08:00,0.063,0.014,0.069,8.217
2019-06-08 07:00,2019-06-08 09:00,0.137,0.031,0.131,9.633
2019-06-08 08:00,2019-06-08 10:00,0.197,0.048,0.179,10.906
2019-06-08 09:00,2019-06-08 11:00,0.256,0.078,0.214,11.730
2019-06-08 10:00,2019-06-08 12:00,0.360,0.177,0.233,12.560
2019-06-08 11:00,2019-06-08 13:00,0.390,0.239,0.208,13.168
2019-06-08 12:00,2019-06-08 14:00,0.363,0.248,0.168,13.383
2019-06-08 13:00,2019-06-08 15:00,0.225,0.135,0.124,12.922
2019-06-08 14:00,2019-06-08 16:00,0.055,0.026,0.049,11.686
2019-06-08 15:00,2019-06-08 17:00,0,0,0.001,9.064
2019-06-08 16:00,2019-06-08 18:00,0,0,0,7.727
2019-06-08 17:00,2019-06-08 19:00,0,0,0,7.172
2019-06-08 18:00,2019-06-08 20:00,0,0,0,7.478
2019-06-08 19:00,2019-06-08 21:00,0,0,0,7.706
2019-06-08 20:00,2019-06-08 22:00,0,0,0,7.717
2019-06-08 21:00,2019-06-08 23:00,0,0,0,7.676
2019-06-08 22:00,2019-06-09 00:00,0,0,0,7.552
2019-06-08 23:00,2019-06-09 01:00,0,0,0,7.560
2019-06-09 00:00,2019-06-09 02:00,0,0,0,7.949
2019-06-09 01:00,2019-06-09 03:00,0,0,0,8.231
2019-06-09 02:00,2019-06-09 04:00,0,0,0,8.483
2019-06-09 03:00,2019-06-09 05:00,0,0,0,8.594
2019-06-09 04:00,2019-06-09 06:00,0,0,0,8.490
2019-06-09 05:00,2019-06-09 07:00,0.084,0.091,0.014,8.381
2019-06-09 06:00,2019-06-09 08:00,0.380,0.390,0.039,10.055
2019-06-09 07:00,2019-06-09 09:00,0.574,0.627,0.048,13.366
2019-06-09 08:00,2019-06-09 10:00,0.690,0.797,0.053,17.093
2019-06-09 09:00,2019-06-09 11:00,0.747,0.894,0.057,19.845
2019-06-09 10:00,2019-06-09 12:00,0.752,0.911,0.058,21.526
2019-06-09 11:00,2019-06-09 13:00,0.708,0.848,0.056,22.252
2019-06-09 12:00,2019-06-09 14:00,0.612,0.710,0.052,22.160
2019-06-09 13:00,2019-06-09 15:00,0.456,0.503,0.046,21.257
2019-06-09 14:00,2019-06-09 16:00,0.224,0.233,0.032,18.731
2019-06-09 15:00,2019-06-09 17:00,0,0.002,0.001,15.484
2019-06-09 16:00,2019-06-09 18:00,0,0,0,14.952
2019-06-09 17:00,2019-06-09 19:00,0,0,0,14.504
2019-06-09 18:00,2019-06-09 20:00,0,0,0,13.586
2019-06-09 19:00,2019-06-09 21:00,0,0,0,12.455
2019-06-09 20:00,2019-06-09 22:00,0,0,0,12.490
2019-06-09 21:00,2019-06-09 23:00,0,0,0,12.163
2019-06-09 22:00,2019-06-10 00:00,0,0,0,11.801
2019-06-09 23:00,2019-06-10 01:00,0,0,0,11.384
2019-06-10 00:00,2019-06-10 02:00,0,0,0,10.920
2019-06-10 01:00,2019-06-10 03:00,0,0,0,10.188
2019-06-10 02:00,2019-06-10 04:00,0,0,0,9.186
2019-06-10 03:00,2019-06-10 05:00,0,0,0,8.395
2019-06-10 04:00,2019-06-10 06:00,0,0,0,7.694
2019-06-10 05:00,2019-06-10 07:00,0.069,0.074,0.015,7.357
2019-06-10 06:00,2019-06-10 08:00,0.363,0.364,0.044,9.277
2019-06-10 07:00,2019-06-10 09:00,0.560,0.602,0.052,12.650
2019-06-10 08:00,2019-06-10 10:00,0.677,0.764,0.059,15.372
2019-06-10 09:00,2019-06-10 11:00,0.735,0.852,0.064,17.001
2019-06-10 10:00,2019-06-10 12:00,0.742,0.869,0.065,18.216
2019-06-10 11:00,2019-06-10 13:00,0.698,0.809,0.063,18.962
2019-06-10 12:00,2019-06-10 14:00,0.601,0.676,0.058,19.218
2019-06-10 13:00,2019-06-10 15:00,0.445,0.478,0.050,18.774
2019-06-10 14:00,2019-06-10 16:00,0.214,0.217,0.034,15.724
2019-06-10 15:00,2019-06-10 17:00,0,0.001,0.001,13.141
2019-06-10 16:00,2019-06-10 18:00,0,0,0,12.640
2019-06-10 17:00,2019-06-10 19:00,0,0,0,11.676
2019-06-10 18:00,2019-06-10 20:00,0,0,0,9.800
2019-06-10 19:00,2019-06-10 21:00,0,0,0,8.273
2019-06-10 20:00,2019-06-10 22:00,0,0,0,7.297
2019-06-10 21:00,2019-06-10 23:00,0,0,0,6.711
2019-06-10 22:00,2019-06-11 00:00,0,0,0,6.338
2019-06-10 23:00,2019-06-11 01:00,0,0,0,6.063
2019-06-11 00:00,2019-06-11 02:00,0,0,0,5.947
2019-06-11 01:00,2019-06-11 03:00,0,0,0,5.837
2019-06-11 02:00,2019-06-11 04:00,0,0,0,5.686
2019-06-11 03:00,2019-06-11 05:00,0,0,0,5.521
